id,utterance,topics,primary_topic,confidence,source,annotator_id,created_at
topic_000650,I lost my job because of illness and now I'm struggling financially.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.85,synthetic,ann_003,2024-10-05T02:59:33Z
topic_000651,My team is hostile toward me and it's affecting my mental health.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_004,2024-11-10T17:33:41Z
topic_000652,My marriage is falling apart and I don't know how to save it.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_002,2025-01-03T01:45:04Z
topic_000653,I'm constantly comparing myself to other students and feeling inferior.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_005,2025-01-19T04:59:47Z
topic_000654,I'm worried I'll never get a job in my field after all this studying.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_003,2025-01-25T16:43:27Z
topic_000655,I had a heart scare last week and I haven't recovered mentally.,"[""health_concerns""]",health_concerns,0.92,synthetic,ann_001,2025-03-07T18:44:28Z
topic_000656,The pressure from my parents to get top grades is unbearable.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_003,2024-07-17T01:44:28Z
topic_000657,I was in an abusive relationship and I'm still recovering from it.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_001,2024-07-02T02:17:46Z
topic_000658,Exams se pehle bahut ghabra jaata hun.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_003,2024-08-29T07:55:44Z
topic_000659,My romantic relationship ended and I feel completely lost.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_002,2024-12-09T20:37:05Z
topic_000660,"Burnout feel ho raha hai, kuch karna nahi chahta.","[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_005,2024-08-13T19:39:45Z
topic_000661,I feel completely alone at university and my grades are reflecting that.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.82,synthetic,ann_002,2024-09-16T05:26:20Z
topic_000662,We can't afford to have the life we want and it's creating resentment.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.82,synthetic,ann_002,2024-09-22T01:59:18Z
topic_000663,I have borrowed money from family and I'm too embarrassed to face them.,"[""financial_stress""]",financial_stress,0.9,synthetic,ann_002,2025-02-25T08:07:08Z
topic_000664,I'm scared I'm going to lose my job and I don't know what to do.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_003,2024-11-05T16:53:41Z
topic_000665,Maa-baap bahut pressure dete hain aur main thak gaya hun.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_002,2024-06-29T18:12:54Z
topic_000666,I can't stop thinking about work even when I'm at home.,"[""workplace_stress""]",workplace_stress,0.88,synthetic,ann_003,2025-03-27T11:21:07Z
topic_000667,Financial difficulties after having a baby are straining my relationship.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.82,synthetic,ann_001,2024-11-09T22:19:12Z
topic_000668,I'm terrified of bankruptcy and what it means for my future.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_004,2024-09-02T08:12:16Z
topic_000669,My doctor found something worrying on my scan and I'm waiting for results.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_002,2024-06-23T11:43:21Z
topic_000670,My toxic work environment is making me take out my frustration on my family.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.85,synthetic,ann_001,2024-08-23T06:53:41Z
topic_000671,My mental health is making my physical symptoms worse.,"[""health_concerns""]",health_concerns,0.9,synthetic,ann_001,2024-11-27T10:33:18Z
topic_000672,I have credit card debt from a period of unemployment and it's overwhelming.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.85,synthetic,ann_003,2024-08-28T15:08:43Z
topic_000673,The communication in my relationship has completely broken down.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_002,2024-08-23T04:25:13Z
topic_000674,Pariwar ke saath tension bahut badh gayi hai.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_002,2024-07-13T00:40:06Z
topic_000675,My romantic relationship ended and I feel completely lost.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_002,2025-02-11T01:13:33Z
topic_000676,The communication in my relationship has completely broken down.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_005,2024-07-04T11:35:11Z
topic_000677,My debt is mounting every month and I don't know how to stop it.,"[""financial_stress""]",financial_stress,0.9,synthetic,ann_005,2024-11-30T06:05:23Z
topic_000678,Pyar mein dhoka mila aur ab trust nahi kar sakta.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_001,2024-11-02T04:58:17Z
topic_000679,I'm in my final year and I'm terrified of graduating and entering the real world.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_002,2024-10-06T10:16:40Z
topic_000680,I have ADHD and a chronic illness and I'm struggling academically.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.9,synthetic,ann_002,2025-03-23T22:39:41Z
topic_000681,I grew up in poverty and I'm terrified of going back there.,"[""financial_stress""]",financial_stress,0.95,synthetic,ann_005,2024-12-05T10:51:20Z
topic_000682,My doctor found something worrying on my scan and I'm waiting for results.,"[""health_concerns""]",health_concerns,0.92,synthetic,ann_001,2024-06-18T01:10:48Z
topic_000683,My partner and I fight constantly about money.,"[""financial_stress""]",financial_stress,0.95,synthetic,ann_004,2024-06-14T21:58:40Z
topic_000684,I'm in a course I hate but I don't know what else to do.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_005,2025-02-07T22:31:16Z
topic_000685,Ghar mein financial stress aur rishton mein khichaav ek saath chal raha hai.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.9,synthetic,ann_004,2024-07-06T02:58:09Z
topic_000686,I work in a hostile environment with constant conflict.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_004,2024-12-06T14:30:41Z
topic_000687,I have fibromyalgia and some days I can barely get out of bed.,"[""health_concerns""]",health_concerns,0.9,synthetic,ann_002,2024-11-03T13:41:35Z
topic_000688,Work stress is making me irritable and hurting my closest relationships.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.87,synthetic,ann_004,2025-01-18T16:05:38Z
topic_000689,Naukri ka pressure aur karza — dono saath mein sata rahe hain.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.87,synthetic,ann_003,2024-06-08T16:52:43Z
topic_000690,The pressure at work is making me emotionally unavailable to my partner.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.82,synthetic,ann_004,2024-12-20T17:48:17Z
topic_000691,I feel completely ashamed of how much debt I'm in.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_005,2024-10-28T09:18:56Z
topic_000692,I'm behind on all my assignments and I don't know how to catch up.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_003,2024-06-27T02:06:36Z
topic_000693,My partner and I fight constantly about money and it's breaking us apart.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.85,synthetic,ann_005,2024-06-23T14:19:10Z
topic_000694,I can't work because of my illness and I'm in serious financial trouble.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.9,synthetic,ann_005,2024-10-17T02:39:31Z
topic_000695,I feel like I give so much in relationships and get nothing back.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_005,2024-07-30T08:50:58Z
topic_000696,Tabiyat theek nahi rehti aur main darr gaya hun.,"[""health_concerns""]",health_concerns,0.92,synthetic,ann_003,2024-11-23T20:00:32Z
topic_000697,I don't know how to set boundaries with toxic family members.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_003,2024-06-21T06:21:03Z
topic_000698,I'm suffering from severe burnout and I don't know how to recover.,"[""workplace_stress""]",workplace_stress,0.88,synthetic,ann_002,2024-09-02T03:42:19Z
topic_000699,Tabiyat theek nahi rehti aur main darr gaya hun.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_002,2025-01-20T22:40:09Z
topic_000700,I'm worried I'll never be financially stable.,"[""financial_stress""]",financial_stress,0.9,synthetic,ann_002,2024-07-17T21:25:56Z
topic_000701,Future ke baare mein dar lag raha hai.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_005,2024-11-21T00:11:58Z
topic_000702,I can't stop thinking about work even when I'm at home.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_004,2025-03-05T16:25:12Z
topic_000703,I'm scared to get medical tests because I'm afraid of what they'll find.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_001,2024-08-30T11:41:46Z
topic_000704,Maa-baap bahut pressure dete hain aur main thak gaya hun.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_001,2024-09-30T13:56:11Z
topic_000705,My colleagues bully me and HR isn't doing anything about it.,"[""workplace_stress""]",workplace_stress,0.88,synthetic,ann_001,2024-11-13T02:38:59Z
topic_000706,College mein struggle ho raha hai bahut.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_005,2024-10-30T03:12:08Z
topic_000707,I can't sleep because of exam stress and my health is deteriorating.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.87,synthetic,ann_001,2024-11-28T13:44:56Z
topic_000708,Workplace pe mera confidence bahut kam ho gaya hai.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_003,2024-06-12T03:30:12Z
topic_000709,I feel embarrassed about not being able to afford things my peers can.,"[""financial_stress""]",financial_stress,0.87,synthetic,ann_005,2024-06-19T15:01:23Z
topic_000710,Paise ki kami ki wajah se sab se sharmaata hun.,"[""financial_stress""]",financial_stress,0.87,synthetic,ann_002,2024-06-16T07:38:58Z
topic_000711,My relationships always fall apart and I don't understand why.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_001,2024-08-25T15:22:50Z
topic_000712,My job stress is bleeding into my marriage and we fight constantly about it.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.9,synthetic,ann_001,2024-06-16T11:56:19Z
topic_000713,My health problems have cost me my job and my savings.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.87,synthetic,ann_005,2024-11-20T07:05:44Z
topic_000714,I have chronic pain that never goes away and it's affecting everything.,"[""health_concerns""]",health_concerns,0.9,synthetic,ann_005,2024-08-13T02:27:53Z
topic_000715,I'm failing my course and I feel like a complete failure.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_002,2025-02-20T05:14:46Z
topic_000716,I'm afraid I'll lose my job and I won't be able to pay my mortgage.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.82,synthetic,ann_005,2024-11-26T16:10:07Z
topic_000717,My relationship is emotionally abusive but I don't know how to leave.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_001,2024-10-17T16:21:22Z
topic_000718,My partner and I have completely different values and it's causing conflict.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_003,2024-11-17T16:40:55Z
topic_000719,Financial difficulties after having a baby are straining my relationship.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.85,synthetic,ann_003,2025-01-06T14:45:48Z
topic_000720,I'm a student dealing with burnout from constant studying.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_002,2024-11-24T16:42:30Z
topic_000721,My academic performance has been declining and I'm scared.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_004,2025-01-10T15:35:02Z
topic_000722,My team is hostile toward me and it's affecting my mental health.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_001,2025-02-07T13:05:30Z
topic_000723,The company I work for is downsizing and I'm terrified.,"[""workplace_stress""]",workplace_stress,0.88,synthetic,ann_005,2025-03-24T00:07:19Z
topic_000724,I'm afraid of being abandoned and it's ruining my relationship.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_001,2024-12-19T05:03:42Z
topic_000725,My doctor found something worrying on my scan and I'm waiting for results.,"[""health_concerns""]",health_concerns,0.9,synthetic,ann_001,2024-09-18T02:28:56Z
topic_000726,My medical bills are overwhelming and I don't know how to cope.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.85,synthetic,ann_001,2025-02-27T07:25:06Z
topic_000727,Exam fail kar liya aur ab samjh nahi aa raha kya karoon.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_003,2024-07-10T16:51:57Z
topic_000728,I'm working in a terrible environment but the pay is keeping me there.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.87,synthetic,ann_005,2025-01-03T12:11:50Z
topic_000729,I've been passed over again and I feel invisible at work.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_003,2024-10-03T03:54:32Z
topic_000730,Job ja sakti hai aur paise ki bhi bahut tension hai.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.85,synthetic,ann_005,2025-01-10T15:43:31Z
topic_000731,Ghar mein koi mujhe samajhta hi nahi.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_005,2025-03-13T12:26:21Z
topic_000732,I have too many deadlines and I'm drowning in work.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_004,2025-02-25T09:30:26Z
topic_000733,The communication in my relationship has completely broken down.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_002,2024-12-11T19:25:36Z
topic_000734,I have trust issues after being cheated on and I can't let my guard down.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_003,2024-10-24T08:44:18Z
topic_000735,I'm struggling with imposter syndrome at work.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_001,2025-03-18T21:24:43Z
topic_000736,Naukri pe bahut zyada pressure hai aur main thak gaya hun.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_004,2024-10-13T00:47:17Z
topic_000737,I can't stop googling my symptoms and it's making my anxiety worse.,"[""health_concerns""]",health_concerns,0.9,synthetic,ann_003,2024-07-28T14:28:40Z
topic_000738,Appraisal mein phir se ignore kiya gaya mujhe.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_005,2025-02-19T01:20:03Z
topic_000739,I'm suffering from severe burnout and I don't know how to recover.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_004,2024-11-24T20:07:09Z
topic_000740,I can't stop googling my symptoms and it's making my anxiety worse.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_004,2024-11-23T14:49:13Z
topic_000741,I've had recurring infections that won't resolve and I'm exhausted.,"[""health_concerns""]",health_concerns,0.92,synthetic,ann_001,2024-12-12T00:42:09Z
topic_000742,I'm struggling to perform at work because of the pressure.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_001,2024-08-02T10:59:46Z
topic_000743,Rishton mein bahut takleef ho rahi hai.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_001,2025-02-20T20:02:28Z
topic_000744,I have no close friends and the isolation is becoming unbearable.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_004,2024-12-15T11:27:22Z
topic_000745,My job stress is bleeding into my marriage and we fight constantly about it.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.85,synthetic,ann_004,2025-01-01T09:59:27Z
topic_000746,I have ADHD and my academic performance suffers as a result.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_004,2024-10-29T14:33:13Z
topic_000747,The competitive nature of my programme is making everyone miserable.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_003,2024-10-27T23:10:20Z
topic_000748,Medical bills ka bojh bahut zyada ho gaya hai.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.82,synthetic,ann_001,2024-09-29T18:33:21Z
topic_000749,My partner doesn't seem to care about my emotional needs.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_004,2025-03-11T08:28:53Z
topic_000750,I'm struggling to study because my family is going through a crisis.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.85,synthetic,ann_001,2024-12-24T06:33:34Z
topic_000751,I'm struggling with imposter syndrome at work.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_004,2025-02-12T21:49:32Z
topic_000752,Burnout ki wajah se partner ke saath relationship kharab ho gayi.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.82,synthetic,ann_002,2024-11-13T11:16:30Z
topic_000753,I'm struggling with perfectionism and it's affecting my studies.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_002,2024-09-16T01:14:30Z
topic_000754,I'm away at university and I'm desperately lonely without my family.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.82,synthetic,ann_005,2024-12-20T07:23:04Z
topic_000755,My partner doesn't understand the pressure I'm under academically.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.82,synthetic,ann_001,2024-08-21T01:34:48Z
topic_000756,I have reproductive health issues that have devastated me.,"[""health_concerns""]",health_concerns,0.9,synthetic,ann_003,2024-12-25T06:20:50Z
topic_000757,The pressure from my parents to get top grades is unbearable.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_005,2025-02-05T06:05:51Z
topic_000758,I have been micromanaged to the point where I can't do anything right.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_003,2024-07-07T06:25:54Z
topic_000759,Breakup ki wajah se padhai bilkul nahi ho rahi.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.87,synthetic,ann_001,2024-07-08T09:10:25Z
topic_000760,I'm suffering from severe burnout and I don't know how to recover.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_001,2025-01-06T00:34:38Z
topic_000761,Health ki wajah se sab kuch rok diya hai mujhne.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_004,2024-12-23T14:39:59Z
topic_000762,My thesis is due and I've barely started — I'm in panic mode.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_002,2024-07-22T20:57:04Z
topic_000763,I'm in my third year and I'm having a massive crisis about my future.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_002,2025-02-01T23:07:11Z
topic_000764,I'm working in a terrible environment but the pay is keeping me there.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.82,synthetic,ann_001,2024-09-10T22:13:56Z
topic_000765,My health problems have caused me to miss so much university that I might fail.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.9,synthetic,ann_002,2024-10-26T20:23:32Z
topic_000766,My partner and I have completely different relationships with money.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.87,synthetic,ann_005,2025-02-12T16:15:49Z
topic_000767,Boss se bahut problems ho rahi hain.,"[""workplace_stress""]",workplace_stress,0.88,synthetic,ann_002,2024-09-12T17:08:40Z
topic_000768,My relationships always fall apart and I don't understand why.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_005,2024-11-26T16:24:50Z
topic_000769,I feel disconnected from my partner and I don't know how to reconnect.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_005,2024-12-26T04:23:00Z
topic_000770,I was diagnosed with a neurological condition and I'm in shock.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_003,2024-08-19T18:53:34Z
topic_000771,My studies are suffering because my relationship is falling apart.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.82,synthetic,ann_002,2024-12-07T11:01:30Z
topic_000772,The constant criticism from my supervisor is destroying my confidence.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_002,2025-01-26T01:00:53Z
topic_000773,I work in a toxic environment but I can't quit because I need the money.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.85,synthetic,ann_002,2024-12-01T16:33:30Z
topic_000774,I can't balance my academic commitments and my relationship — both are suffering.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.9,synthetic,ann_001,2025-03-25T14:16:44Z
topic_000775,I've been living paycheck to paycheck for years and I'm exhausted.,"[""financial_stress""]",financial_stress,0.9,synthetic,ann_002,2025-02-13T14:43:31Z
topic_000776,My health problems have caused me to miss so much university that I might fail.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.85,synthetic,ann_001,2024-10-25T06:13:42Z
topic_000777,I'm in medical school and the workload is destroying my mental health.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_004,2024-06-13T07:47:25Z
topic_000778,I have reproductive health issues that have devastated me.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_002,2024-10-03T23:24:43Z
topic_000779,We can't afford to have the life we want and it's creating resentment.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.9,synthetic,ann_004,2024-11-07T06:53:16Z
topic_000780,My colleagues bully me and HR isn't doing anything about it.,"[""workplace_stress""]",workplace_stress,0.9,synthetic,ann_001,2025-02-26T18:18:35Z
topic_000781,I have been micromanaged to the point where I can't do anything right.,"[""workplace_stress""]",workplace_stress,0.9,synthetic,ann_004,2024-12-19T13:05:36Z
topic_000782,I'm scared I'm going to lose my job and I don't know what to do.,"[""workplace_stress""]",workplace_stress,0.9,synthetic,ann_003,2024-08-27T05:48:09Z
topic_000783,My partner and I fight constantly and I'm not sure we can fix this.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_005,2025-03-01T06:41:29Z
topic_000784,I gave up everything for this job and it's not working out.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_004,2025-03-23T03:37:30Z
topic_000785,I work so much I have no time for my partner and they're fed up.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.82,synthetic,ann_005,2025-02-05T21:38:25Z
topic_000786,I feel trapped in a bad job because of my financial obligations.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.82,synthetic,ann_003,2024-10-19T10:22:40Z
topic_000787,My professors don't support me and I feel completely on my own.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_005,2024-12-07T20:12:24Z
topic_000788,I feel ashamed of my financial situation in front of my partner.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.9,synthetic,ann_003,2025-01-25T02:49:32Z
topic_000789,I failed an important exam and I can't stop beating myself up.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_005,2024-11-08T06:25:58Z
topic_000790,I'm doing a PhD and I'm deeply unhappy with my progress.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_001,2025-03-24T20:09:15Z
topic_000791,I was diagnosed with a neurological condition and I'm in shock.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_003,2025-01-07T10:53:39Z
topic_000792,My partner controls all the money in the relationship and I feel trapped.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.87,synthetic,ann_003,2024-10-22T03:18:57Z
topic_000793,I'm worried I'll never be financially stable.,"[""financial_stress""]",financial_stress,0.87,synthetic,ann_004,2024-11-20T12:08:25Z
topic_000794,I'm struggling with imposter syndrome at work.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_003,2024-10-10T01:43:59Z
topic_000795,Work stress is making me irritable and hurting my closest relationships.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.9,synthetic,ann_002,2024-12-05T05:42:58Z
topic_000796,I've been passed over again and I feel invisible at work.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_001,2024-11-11T03:13:52Z
topic_000797,I keep having panic attacks before important meetings.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_005,2024-06-09T01:21:41Z
topic_000798,I'm going through a separation and the grief feels unbearable.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_003,2024-11-13T17:43:43Z
topic_000799,I'm worried I'll never get a job in my field after all this studying.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_001,2025-02-03T06:55:20Z
topic_000800,I was recently fired and I feel ashamed and worthless.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_003,2024-06-18T02:55:06Z
topic_000801,Pariwar ke saath tension bahut badh gayi hai.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_002,2025-03-05T01:05:21Z
topic_000802,I have no close friends and the isolation is becoming unbearable.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_004,2024-07-06T14:49:56Z
topic_000803,My family never understands me no matter how hard I try.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_003,2024-09-15T16:08:38Z
topic_000804,Kaam ki wajah se ghar mein bhi tension rehti hai.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.9,synthetic,ann_002,2024-08-29T07:40:09Z
topic_000805,Perfectionist hun aur khud pe bahut pressure deta hun.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_001,2024-07-09T07:04:47Z
topic_000806,I can't sleep because I keep worrying about work problems.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_002,2024-11-29T12:23:30Z
topic_000807,Exams se pehle bahut ghabra jaata hun.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_004,2024-10-20T18:11:29Z
topic_000808,I lost my job last month and I can't pay my bills.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_005,2024-12-04T13:22:19Z
topic_000809,I was recently hospitalised and I'm still processing the trauma.,"[""health_concerns""]",health_concerns,0.92,synthetic,ann_004,2024-07-17T21:20:52Z
topic_000810,I'm exhausted and I feel like I can never do enough at work.,"[""workplace_stress""]",workplace_stress,0.88,synthetic,ann_005,2024-08-27T07:22:33Z
topic_000811,I'm constantly comparing myself to other students and feeling inferior.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_004,2024-07-27T16:12:40Z
topic_000812,The pressure at work is making me emotionally unavailable to my partner.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.85,synthetic,ann_002,2025-01-31T11:44:31Z
topic_000813,I have fibromyalgia and some days I can barely get out of bed.,"[""health_concerns""]",health_concerns,0.92,synthetic,ann_002,2024-08-13T18:46:53Z
topic_000814,I have borrowed money from family and I'm too embarrassed to face them.,"[""financial_stress""]",financial_stress,0.87,synthetic,ann_002,2024-12-05T14:37:43Z
topic_000815,Job ja sakti hai meri aur main darr raha hun.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_005,2024-11-30T11:54:06Z
topic_000816,I feel deep shame about my financial situation.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_002,2025-03-20T16:00:16Z
topic_000817,I feel ashamed of my financial situation in front of my partner.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.87,synthetic,ann_001,2024-11-26T02:51:33Z
topic_000818,Exam fail kar liya aur ab samjh nahi aa raha kya karoon.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_004,2025-02-22T10:40:10Z
topic_000819,I'm using credit cards to survive and the interest is piling up.,"[""financial_stress""]",financial_stress,0.95,synthetic,ann_002,2024-11-25T11:58:39Z
topic_000820,I don't know how to set boundaries with toxic family members.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_005,2024-06-22T06:36:17Z
topic_000821,My thesis is due and I've barely started — I'm in panic mode.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_001,2024-10-12T05:43:05Z
topic_000822,Exams ka stress hai aur tabiyat bhi theek nahi reh rahi.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.82,synthetic,ann_001,2024-10-29T22:26:07Z
topic_000823,My job stress is bleeding into my marriage and we fight constantly about it.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.9,synthetic,ann_004,2024-08-06T05:47:51Z
topic_000824,Job ja sakti hai meri aur main darr raha hun.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_005,2025-01-24T00:42:13Z
topic_000825,I was diagnosed with a neurological condition and I'm in shock.,"[""health_concerns""]",health_concerns,0.92,synthetic,ann_001,2025-01-01T19:11:07Z
topic_000826,I'm working in a terrible environment but the pay is keeping me there.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.9,synthetic,ann_003,2024-08-29T01:45:08Z
topic_000827,I live in constant fear of having another panic attack.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_005,2024-07-10T05:41:17Z
topic_000828,Paise ki bahut taqleef hai aur samajh nahi aa raha kya karoon.,"[""financial_stress""]",financial_stress,0.9,synthetic,ann_001,2025-02-16T07:13:18Z
topic_000829,Financially bahut stress mein hun aur neend nahi aa rahi.,"[""financial_stress""]",financial_stress,0.87,synthetic,ann_004,2024-11-25T15:09:50Z
