id,utterance,primary_intent,secondary_intent,confidence,source,annotator_id,created_at
intent_000752,"Hello, how are you today?",general_chat,,0.92,synthetic,ann_004,2025-02-19T12:01:00Z
intent_000753,Can you help me schedule a therapy session?,book_appointment,seek_support,0.94,synthetic,ann_004,2024-12-21T16:21:00Z
intent_000754,I've been having a very rough time and need someone to talk to.,seek_support,general_chat,0.97,synthetic,ann_003,2024-08-27T05:48:09Z
intent_000755,How does trauma affect the brain?,information_request,assessment_request,0.92,synthetic,ann_002,2025-01-28T00:03:15Z
intent_000756,I feel like I need to escape permanently.,crisis_emergency,,0.93,synthetic,ann_005,2024-06-24T16:24:34Z
intent_000757,Can you help me schedule a therapy session?,book_appointment,,0.94,synthetic,ann_004,2024-06-30T20:57:32Z
intent_000758,I need to rebook my cancelled appointment.,book_appointment,,0.94,synthetic,ann_003,2024-10-18T16:07:50Z
intent_000759,I need to schedule a follow-up appointment.,book_appointment,,0.92,synthetic,ann_005,2024-07-02T19:05:11Z
intent_000760,I was curious about this app.,general_chat,seek_support,0.92,synthetic,ann_002,2025-02-09T13:08:45Z
intent_000761,I want to schedule my next appointment.,book_appointment,,0.98,synthetic,ann_004,2024-12-24T13:58:50Z
intent_000762,I've been thinking about ways to end my life for weeks.,crisis_emergency,,0.95,synthetic,ann_002,2024-07-10T21:18:36Z
intent_000763,The platform is hard to navigate.,feedback_complaint,general_chat,0.88,synthetic,ann_005,2024-06-05T10:34:34Z
intent_000764,Is there an appointment available this week?,book_appointment,seek_support,0.98,synthetic,ann_001,2024-06-27T19:18:18Z
intent_000765,I can't access my previous sessions.,feedback_complaint,,0.85,synthetic,ann_003,2025-01-02T00:30:52Z
intent_000766,I've been feeling hopeless and don't know what to do.,seek_support,,0.97,synthetic,ann_004,2025-03-23T03:37:30Z
intent_000767,The scheduling system is very confusing.,feedback_complaint,,0.93,synthetic,ann_004,2024-07-24T09:42:41Z
intent_000768,I feel like death is the only way out.,crisis_emergency,seek_support,0.9,synthetic,ann_003,2024-08-19T19:52:09Z
intent_000769,I'm in crisis and I don't know what to do.,crisis_emergency,,0.95,synthetic,ann_002,2024-12-08T11:11:55Z
intent_000770,What can you do?,general_chat,,0.9,synthetic,ann_005,2024-09-04T01:56:06Z
intent_000771,"I'm interested in starting therapy, can I book a session?",book_appointment,seek_support,0.92,synthetic,ann_005,2024-12-07T20:12:24Z
intent_000772,Can I do a depression assessment?,assessment_request,,0.9,synthetic,ann_004,2024-11-15T06:14:20Z
intent_000773,I'm not getting the support I expected.,feedback_complaint,,0.9,synthetic,ann_003,2025-01-29T19:34:30Z
intent_000774,Just wanted to say hi.,general_chat,,0.88,synthetic,ann_003,2024-12-30T16:07:08Z
intent_000775,My anxiety is stopping me from living my life.,seek_support,,0.92,synthetic,ann_004,2024-11-17T03:50:54Z
intent_000776,Can you tell me more about yourself?,general_chat,,0.92,synthetic,ann_003,2024-08-25T05:06:30Z
intent_000777,I want to book a session for Thursday.,book_appointment,,0.94,synthetic,ann_003,2024-07-10T16:51:57Z
intent_000778,I feel numb and disconnected from everything.,seek_support,,0.85,synthetic,ann_001,2024-08-19T09:21:41Z
intent_000779,I'd like to schedule a phone consultation first.,book_appointment,,0.98,synthetic,ann_004,2024-09-19T23:22:04Z
intent_000780,What is hypervigilance?,information_request,,0.9,synthetic,ann_003,2024-10-02T01:31:09Z
intent_000781,I feel like I'm just going through the motions every day.,seek_support,book_appointment,0.85,synthetic,ann_004,2024-11-03T23:20:38Z
intent_000782,I'd like to check my anxiety levels.,assessment_request,,0.9,synthetic,ann_005,2025-01-19T05:09:53Z
intent_000783,I have a suggestion for improving the chatbot.,feedback_complaint,general_chat,0.9,synthetic,ann_004,2024-06-12T10:38:31Z
intent_000784,I want to book a session with Dr. Sharma.,book_appointment,,0.92,synthetic,ann_003,2024-07-26T15:17:02Z
intent_000785,What's new?,general_chat,,0.9,synthetic,ann_003,2024-06-06T12:22:53Z
intent_000786,I'm not coping well at all.,seek_support,,0.97,synthetic,ann_001,2025-03-24T05:13:30Z
intent_000787,I need help with coping strategies.,seek_support,,0.95,synthetic,ann_003,2024-06-11T01:04:41Z
intent_000788,I'm ready to schedule my first appointment.,book_appointment,seek_support,0.9,synthetic,ann_003,2024-10-28T04:32:09Z
intent_000789,I'd like to evaluate my anxiety symptoms.,assessment_request,information_request,0.95,synthetic,ann_003,2024-09-20T21:43:05Z
intent_000790,"Nothing serious today, just wanted to connect.",general_chat,seek_support,0.85,synthetic,ann_005,2025-02-18T19:27:44Z
intent_000791,I was curious about this app.,general_chat,seek_support,0.88,synthetic,ann_005,2024-10-15T01:12:06Z
intent_000792,Kya main yahan koi assessment le sakta hun?,assessment_request,,0.93,synthetic,ann_001,2024-06-25T14:38:36Z
intent_000793,I'm in danger right now.,crisis_emergency,,0.95,synthetic,ann_005,2025-02-07T09:39:57Z
intent_000794,"I'm interested in starting therapy, can I book a session?",book_appointment,,0.96,synthetic,ann_004,2024-08-28T14:24:14Z
intent_000795,I want to report an issue with the platform.,feedback_complaint,,0.95,synthetic,ann_005,2024-07-05T23:38:02Z
intent_000796,What can I do here?,general_chat,,0.9,synthetic,ann_002,2025-01-26T03:39:04Z
intent_000797,I'd like to arrange regular therapy appointments.,book_appointment,,0.96,synthetic,ann_005,2024-12-10T11:31:14Z
intent_000798,"Nothing serious today, just wanted to connect.",general_chat,,0.92,synthetic,ann_004,2024-09-01T09:49:51Z
intent_000799,Everything I try seems to fail and I feel defeated.,seek_support,,0.85,synthetic,ann_004,2025-03-16T04:19:35Z
intent_000800,I've been having urges to hurt myself that I can't control.,crisis_emergency,seek_support,0.95,synthetic,ann_005,2024-09-27T15:05:26Z
intent_000801,I've had issues every time I try to use this app.,feedback_complaint,,0.9,synthetic,ann_001,2024-11-02T18:32:28Z
intent_000802,I want to schedule a 45-minute session.,book_appointment,,0.98,synthetic,ann_005,2024-10-26T15:37:50Z
intent_000803,I feel numb and disconnected from everything.,seek_support,general_chat,0.85,synthetic,ann_003,2024-10-05T21:14:34Z
intent_000804,What would you recommend I try first?,general_chat,,0.95,synthetic,ann_002,2024-10-26T11:59:59Z
intent_000805,What is the PHQ-9 test?,information_request,assessment_request,0.97,synthetic,ann_003,2024-10-31T21:42:27Z
intent_000806,I think there's a bug in the assessment section.,feedback_complaint,,0.88,synthetic,ann_001,2024-10-25T06:13:42Z
intent_000807,I'm struggling with trust issues after being hurt.,seek_support,general_chat,0.97,synthetic,ann_004,2024-09-16T09:09:47Z
intent_000808,Can I take the standard mental health screening?,assessment_request,,0.88,synthetic,ann_001,2024-11-07T00:26:59Z
intent_000809,I think there's a bug in the assessment section.,feedback_complaint,general_chat,0.88,synthetic,ann_002,2024-06-26T16:26:06Z
intent_000810,Can I do the stress test?,assessment_request,information_request,0.97,synthetic,ann_004,2024-10-10T12:46:03Z
intent_000811,I need help working through some really painful feelings.,seek_support,,0.9,synthetic,ann_002,2024-07-17T20:35:39Z
intent_000812,What kind of support do you offer?,general_chat,,0.88,synthetic,ann_005,2025-03-27T05:33:18Z
intent_000813,I don't want to wake up tomorrow.,crisis_emergency,,0.93,synthetic,ann_001,2025-01-25T11:53:17Z
intent_000814,PHQ-9 test lena hai mujhe.,assessment_request,seek_support,0.93,synthetic,ann_003,2024-10-15T10:51:58Z
intent_000815,How does meditation help with mental health?,information_request,,0.92,synthetic,ann_005,2024-06-21T21:28:22Z
intent_000816,Kaise ho aap?,general_chat,,0.92,synthetic,ann_005,2025-01-11T10:42:40Z
intent_000817,I'm not impressed with the service so far.,feedback_complaint,,0.93,synthetic,ann_003,2024-09-20T00:55:01Z
intent_000818,I've been having thoughts that it would be better if I wasn't here.,crisis_emergency,seek_support,0.95,synthetic,ann_004,2025-01-08T03:13:33Z
intent_000819,Can I take a test to see how I'm doing mentally?,assessment_request,information_request,0.95,synthetic,ann_003,2024-07-06T21:59:11Z
intent_000820,How does cognitive behavioral therapy work?,information_request,assessment_request,0.97,synthetic,ann_002,2024-11-18T20:09:11Z
intent_000821,I'm just browsing.,general_chat,,0.85,synthetic,ann_003,2025-01-02T23:41:32Z
intent_000822,I've been really struggling and I just need support.,seek_support,,0.95,synthetic,ann_004,2024-11-09T11:17:48Z
intent_000823,I'm thinking of ending things tonight.,crisis_emergency,,0.9,synthetic,ann_002,2024-07-23T04:33:49Z
intent_000824,I was curious about this app.,general_chat,,0.92,synthetic,ann_004,2024-09-26T00:56:42Z
intent_000825,I don't want to wake up tomorrow.,crisis_emergency,,0.93,synthetic,ann_001,2024-10-19T03:10:09Z
intent_000826,I feel like I'm going to act on my thoughts soon.,crisis_emergency,seek_support,0.97,synthetic,ann_002,2024-07-06T17:18:10Z
intent_000827,I want to arrange a session with a counselor.,book_appointment,seek_support,0.92,synthetic,ann_004,2024-09-16T04:09:03Z
intent_000828,I feel like there's no way out except death.,crisis_emergency,,0.9,synthetic,ann_004,2024-08-18T10:01:26Z
intent_000829,I need help understanding why I feel this way.,seek_support,general_chat,0.95,synthetic,ann_003,2025-01-28T19:22:05Z
intent_000830,I want to take a mental health assessment.,assessment_request,,0.88,synthetic,ann_001,2024-11-05T02:47:39Z
intent_000831,How does this platform work?,information_request,,0.95,synthetic,ann_004,2024-11-20T23:02:13Z
intent_000832,How long does therapy usually take?,information_request,,0.95,synthetic,ann_002,2024-08-11T09:56:36Z
intent_000833,GAD-7 questionnaire dena hai.,assessment_request,seek_support,0.93,synthetic,ann_002,2024-06-25T10:43:55Z
intent_000834,Can I take a questionnaire about my mental health?,assessment_request,,0.88,synthetic,ann_002,2024-10-16T19:11:02Z
intent_000835,I want to book a session with Dr. Sharma.,book_appointment,,0.96,synthetic,ann_005,2025-03-15T02:57:21Z
intent_000836,How does trauma affect the brain?,information_request,seek_support,0.9,synthetic,ann_003,2024-11-22T07:15:29Z
intent_000837,Can I take the depression screening test?,assessment_request,,0.93,synthetic,ann_005,2024-12-28T15:51:41Z
intent_000838,I have a suggestion for improving the chatbot.,feedback_complaint,,0.95,synthetic,ann_002,2024-10-31T15:38:50Z
intent_000839,I want to arrange a session with a counselor.,book_appointment,seek_support,0.98,synthetic,ann_001,2024-08-29T05:34:44Z
intent_000840,I want to check if I have anxiety.,assessment_request,,0.93,synthetic,ann_001,2025-01-06T23:29:39Z
intent_000841,Good morning!,general_chat,seek_support,0.85,synthetic,ann_001,2024-07-26T22:08:20Z
intent_000842,I'm exhausted from trying to hold everything together.,seek_support,,0.9,synthetic,ann_005,2024-11-14T12:59:01Z
intent_000843,I feel disconnected from myself.,seek_support,,0.92,synthetic,ann_002,2024-10-19T20:28:44Z
intent_000844,I don't think I can keep myself safe.,crisis_emergency,,0.99,synthetic,ann_005,2024-10-03T21:34:13Z
intent_000845,My anxiety is stopping me from living my life.,seek_support,book_appointment,0.9,synthetic,ann_004,2024-07-15T07:22:09Z
intent_000846,I'd like to book a slot with a therapist.,book_appointment,,0.92,synthetic,ann_002,2024-11-26T21:20:19Z
intent_000847,Mujhe mental health evaluation chahiye.,assessment_request,,0.93,synthetic,ann_004,2024-12-06T19:57:47Z
intent_000848,What is borderline personality disorder?,information_request,,0.97,synthetic,ann_001,2024-08-08T01:38:43Z
intent_000849,What are the benefits of therapy?,information_request,assessment_request,0.88,synthetic,ann_002,2025-02-16T07:58:34Z
intent_000850,I need someone to talk to about what I've been going through.,seek_support,general_chat,0.92,synthetic,ann_005,2025-03-26T10:50:23Z
intent_000851,I want to do the depression test today.,assessment_request,seek_support,0.95,synthetic,ann_001,2025-02-24T07:19:07Z
intent_000852,What is narrative therapy?,information_request,seek_support,0.9,synthetic,ann_005,2024-09-07T03:43:26Z
intent_000853,I feel like I'm losing control of my life.,seek_support,,0.85,synthetic,ann_004,2024-07-09T17:22:49Z
intent_000854,I want to do the depression test today.,assessment_request,seek_support,0.93,synthetic,ann_004,2024-06-26T21:55:13Z
intent_000855,I'm in crisis and I don't know what to do.,crisis_emergency,,0.95,synthetic,ann_002,2024-11-21T02:55:36Z
intent_000856,I want to book a session with Dr. Sharma.,book_appointment,,0.98,synthetic,ann_003,2024-12-02T10:19:11Z
intent_000857,I feel deeply sad and I don't know how to feel better.,seek_support,,0.95,synthetic,ann_005,2024-10-07T00:31:23Z
intent_000858,Just wanted to say hi.,general_chat,,0.95,synthetic,ann_004,2025-01-29T19:25:10Z
intent_000859,Can you help me process what I'm feeling?,seek_support,,0.95,synthetic,ann_003,2025-02-14T23:53:32Z
intent_000860,I've been having trouble getting out of bed in the mornings.,seek_support,book_appointment,0.88,synthetic,ann_002,2024-08-29T19:30:47Z
intent_000861,I feel like I want to end my suffering permanently.,crisis_emergency,,0.95,synthetic,ann_001,2024-12-12T00:42:09Z
intent_000862,I'd like to check my anxiety levels.,assessment_request,,0.97,synthetic,ann_002,2025-01-16T19:42:40Z
intent_000863,I'd like to do a clinical assessment.,assessment_request,,0.97,synthetic,ann_003,2024-06-26T16:14:37Z
intent_000864,I want to arrange a session with a counselor.,book_appointment,,0.9,synthetic,ann_005,2024-12-28T13:24:12Z
intent_000865,Is it possible to book a session today?,book_appointment,,0.96,synthetic,ann_002,2025-02-23T16:50:23Z
intent_000866,"Hello, testing testing!",general_chat,,0.95,synthetic,ann_001,2024-11-20T21:42:57Z
intent_000867,I want to take a mental wellness quiz.,assessment_request,,0.95,synthetic,ann_003,2025-01-29T17:05:07Z
intent_000868,I've been isolating myself and I know it's not healthy.,seek_support,,0.97,synthetic,ann_004,2024-09-14T05:07:26Z
intent_000869,Is there a therapist available this weekend?,book_appointment,,0.9,synthetic,ann_003,2024-08-03T02:08:45Z
intent_000870,The app keeps crashing.,feedback_complaint,general_chat,0.9,synthetic,ann_001,2024-08-23T20:20:03Z
intent_000871,The app doesn't work on my phone.,feedback_complaint,,0.95,synthetic,ann_003,2024-10-18T19:31:22Z
intent_000872,I've been feeling really fragile emotionally.,seek_support,book_appointment,0.95,synthetic,ann_001,2025-01-22T12:07:05Z
intent_000873,I feel disconnected from myself.,seek_support,book_appointment,0.88,synthetic,ann_005,2025-01-16T04:52:49Z
intent_000874,Everything I try seems to fail and I feel defeated.,seek_support,general_chat,0.9,synthetic,ann_005,2025-02-12T18:40:21Z
intent_000875,I want to book a session with Dr. Sharma.,book_appointment,seek_support,0.9,synthetic,ann_001,2024-11-05T09:28:03Z
intent_000876,I feel like hurting someone else too.,crisis_emergency,,0.95,synthetic,ann_002,2024-07-08T06:00:04Z
intent_000877,What are the stages of grief?,information_request,,0.88,synthetic,ann_002,2024-08-04T19:43:05Z
intent_000878,I'd like to take the clinical screening tests.,assessment_request,seek_support,0.88,synthetic,ann_005,2025-03-26T02:17:26Z
intent_000879,I want to hurt myself.,crisis_emergency,,0.93,synthetic,ann_005,2024-09-09T03:40:30Z
intent_000880,I feel numb and disconnected from everything.,seek_support,general_chat,0.95,synthetic,ann_001,2024-10-13T01:14:39Z
intent_000881,My mental health has been really suffering.,seek_support,,0.9,synthetic,ann_005,2024-12-12T21:03:58Z
intent_000882,I'm scared I will hurt myself tonight.,crisis_emergency,,0.99,synthetic,ann_002,2024-08-01T23:48:39Z
intent_000883,What is narrative therapy?,information_request,,0.95,synthetic,ann_003,2024-07-12T09:25:39Z
intent_000884,What is the difference between sadness and depression?,information_request,,0.88,synthetic,ann_001,2024-06-08T05:38:48Z
intent_000885,How does trauma affect the brain?,information_request,,0.95,synthetic,ann_002,2025-02-05T10:20:15Z
intent_000886,Can I take a questionnaire about my mental health?,assessment_request,seek_support,0.93,synthetic,ann_004,2024-07-08T19:22:05Z
intent_000887,What is CBT?,information_request,seek_support,0.92,synthetic,ann_003,2024-10-19T02:52:46Z
intent_000888,I need to book an emergency session.,book_appointment,seek_support,0.98,synthetic,ann_004,2024-09-12T02:55:22Z
intent_000889,The video call quality was terrible.,feedback_complaint,general_chat,0.95,synthetic,ann_002,2024-10-02T07:16:45Z
intent_000890,I've been having thoughts that it would be better if I wasn't here.,crisis_emergency,,0.9,synthetic,ann_001,2024-10-28T21:11:40Z
intent_000891,I'm scared of myself right now.,crisis_emergency,,0.95,synthetic,ann_001,2024-12-01T21:59:54Z
intent_000892,Can I start the mental health evaluation?,assessment_request,seek_support,0.9,synthetic,ann_001,2024-10-20T06:01:22Z
intent_000893,Your onboarding process was very confusing.,feedback_complaint,,0.85,synthetic,ann_003,2024-11-08T09:50:57Z
intent_000894,I need to make an appointment as soon as possible.,book_appointment,seek_support,0.96,synthetic,ann_004,2024-08-12T08:33:00Z
intent_000895,I don't want to live but I'm scared.,crisis_emergency,seek_support,0.99,synthetic,ann_002,2024-06-26T11:35:40Z
intent_000896,I've been having urges to hurt myself that I can't control.,crisis_emergency,,0.9,synthetic,ann_002,2025-01-09T05:49:54Z
intent_000897,How do I schedule a session?,book_appointment,,0.96,synthetic,ann_003,2024-10-23T11:24:57Z
intent_000898,I feel lost and don't know which direction to go.,seek_support,general_chat,0.97,synthetic,ann_002,2024-09-12T03:52:26Z
intent_000899,Mujhe ek session schedule karna hai.,book_appointment,,0.92,synthetic,ann_002,2025-03-07T17:48:31Z
intent_000900,I've been hurting myself regularly and can't stop.,crisis_emergency,,0.93,synthetic,ann_002,2024-11-23T06:18:13Z
intent_000901,I've been having violent thoughts about myself.,crisis_emergency,seek_support,0.97,synthetic,ann_001,2024-10-18T22:56:21Z
intent_000902,Can I complete the intake assessment?,assessment_request,information_request,0.95,synthetic,ann_002,2024-06-12T01:06:14Z
intent_000903,What is somatic therapy?,information_request,seek_support,0.95,synthetic,ann_003,2024-06-16T16:44:24Z
intent_000904,Can I complete the GAD-7 questionnaire?,assessment_request,,0.88,synthetic,ann_002,2024-07-12T20:55:51Z
intent_000905,I just wanted to test the app.,general_chat,seek_support,0.88,synthetic,ann_005,2024-07-30T20:47:05Z
intent_000906,I don't want to wake up tomorrow.,crisis_emergency,,0.95,synthetic,ann_001,2024-11-01T07:50:36Z
intent_000907,I feel like I have nothing left to live for.,crisis_emergency,,0.93,synthetic,ann_001,2024-08-18T17:25:07Z
intent_000908,I've been crying a lot and can't understand why.,seek_support,,0.97,synthetic,ann_004,2024-07-16T07:29:54Z
intent_000909,Can I do the stress test?,assessment_request,information_request,0.97,synthetic,ann_001,2024-09-22T20:32:14Z
intent_000910,What is hypervigilance?,information_request,,0.92,synthetic,ann_003,2024-08-27T21:13:37Z
intent_000911,Can I see if there are any openings today?,book_appointment,,0.98,synthetic,ann_003,2025-01-11T06:27:19Z
intent_000912,I need to schedule therapy as soon as possible.,book_appointment,seek_support,0.96,synthetic,ann_001,2025-01-08T11:24:36Z
intent_000913,What's new?,general_chat,,0.9,synthetic,ann_001,2025-02-05T10:18:26Z
intent_000914,The notifications are very annoying.,feedback_complaint,general_chat,0.95,synthetic,ann_005,2025-03-07T09:40:17Z
intent_000915,I'd like to do the PCL-5 screening.,assessment_request,information_request,0.9,synthetic,ann_003,2024-08-06T17:02:40Z
intent_000916,I've been having trouble concentrating because of how I feel.,seek_support,,0.88,synthetic,ann_002,2025-03-24T18:29:44Z
intent_000917,I need support to deal with what I'm going through.,seek_support,,0.88,synthetic,ann_004,2024-08-14T00:37:02Z
intent_000918,I'm not sure what I need yet.,general_chat,,0.85,synthetic,ann_005,2024-07-11T08:29:09Z
intent_000919,Just saying hi before I get into anything serious.,general_chat,,0.85,synthetic,ann_005,2024-12-16T05:29:43Z
intent_000920,I've been thinking about ways to end my life for weeks.,crisis_emergency,seek_support,0.9,synthetic,ann_005,2024-07-10T05:17:56Z
intent_000921,I'd like to complete the anxiety assessment.,assessment_request,,0.93,synthetic,ann_002,2024-12-12T10:15:03Z
intent_000922,I want to take the DASS-21.,assessment_request,,0.93,synthetic,ann_002,2024-10-23T19:49:08Z
intent_000923,The waiting time is too long.,feedback_complaint,,0.88,synthetic,ann_004,2024-09-23T08:11:26Z
intent_000924,I'm in crisis and I don't know what to do.,crisis_emergency,seek_support,0.93,synthetic,ann_002,2024-09-12T12:12:42Z
intent_000925,"Therapist se milna hai, kaise book karein?",book_appointment,seek_support,0.98,synthetic,ann_003,2024-06-21T20:29:13Z
intent_000926,What is GAD-7?,information_request,,0.95,synthetic,ann_002,2024-08-05T01:55:01Z
intent_000927,Can you give me a questionnaire about my depression?,assessment_request,,0.97,synthetic,ann_001,2024-07-02T22:36:23Z
intent_000928,What is interpersonal therapy?,information_request,,0.95,synthetic,ann_003,2025-01-15T18:19:33Z
intent_000929,Can I see if there are any openings today?,book_appointment,,0.98,synthetic,ann_001,2025-01-04T00:22:02Z
intent_000930,I need immediate help -- I'm not safe.,crisis_emergency,,0.9,synthetic,ann_002,2024-10-13T16:30:16Z
intent_000931,What is GAD-7?,information_request,assessment_request,0.97,synthetic,ann_005,2024-07-16T18:14:31Z
intent_000932,I've been feeling really fragile emotionally.,seek_support,,0.95,synthetic,ann_002,2024-11-14T15:37:03Z
intent_000933,I feel really vulnerable and could use some guidance.,seek_support,general_chat,0.92,synthetic,ann_003,2024-10-10T01:43:59Z
intent_000934,I feel like I'm about to do something drastic.,crisis_emergency,seek_support,0.95,synthetic,ann_001,2025-03-27T14:15:05Z
intent_000935,Depression ka assessment karna hai.,assessment_request,,0.95,synthetic,ann_002,2024-12-10T23:55:32Z
intent_000936,I feel completely trapped and want to die.,crisis_emergency,seek_support,0.97,synthetic,ann_003,2024-07-11T08:52:30Z
intent_000937,Can we do the depression and anxiety tests?,assessment_request,,0.97,synthetic,ann_004,2024-10-04T05:11:05Z
intent_000938,I need help coping with a difficult life event.,seek_support,,0.9,synthetic,ann_004,2025-02-26T18:27:12Z
intent_000939,Baat karte hain thodi der.,general_chat,,0.92,synthetic,ann_004,2024-10-27T04:26:38Z
intent_000940,I need emotional guidance through a difficult period.,seek_support,,0.97,synthetic,ann_001,2024-07-03T14:26:49Z
intent_000941,I've been stockpiling medication to end it.,crisis_emergency,seek_support,0.93,synthetic,ann_001,2024-09-05T21:25:04Z
intent_000942,I wanted to see what this chatbot is like.,general_chat,,0.88,synthetic,ann_005,2024-11-15T10:35:42Z
intent_000943,What is attachment theory?,information_request,,0.9,synthetic,ann_003,2024-07-07T02:54:38Z
intent_000944,Your responses are completely unhelpful.,feedback_complaint,,0.9,synthetic,ann_004,2025-03-24T18:42:52Z
intent_000945,"Nothing serious today, just wanted to connect.",general_chat,,0.88,synthetic,ann_004,2024-06-27T22:50:26Z
intent_000946,What is psychotherapy?,information_request,,0.92,synthetic,ann_005,2025-01-25T11:07:52Z
intent_000947,Can we keep things light today?,general_chat,,0.85,synthetic,ann_005,2025-01-23T22:16:12Z
intent_000948,I've been thinking about this for a long time and I'm ready.,crisis_emergency,,0.97,synthetic,ann_004,2024-12-31T20:47:25Z
intent_000949,I've written a goodbye letter.,crisis_emergency,seek_support,0.95,synthetic,ann_004,2024-12-17T08:07:40Z
intent_000950,I'm just looking around at the moment.,general_chat,,0.95,synthetic,ann_004,2024-06-20T16:48:08Z
intent_000951,I'd like to book a slot with a therapist.,book_appointment,,0.92,synthetic,ann_002,2024-09-13T10:30:23Z
intent_000952,How do I get started with booking a therapist?,book_appointment,,0.96,synthetic,ann_003,2025-01-06T18:09:57Z
intent_000953,This app is not working properly.,feedback_complaint,,0.88,synthetic,ann_002,2024-09-29T00:04:25Z
intent_000954,Can I book a session for tomorrow?,book_appointment,,0.98,synthetic,ann_004,2024-09-14T06:47:20Z
intent_000955,I feel like I have no energy for anything.,seek_support,general_chat,0.97,synthetic,ann_005,2024-11-28T09:55:07Z
intent_000956,I've been in a very dark headspace lately.,seek_support,general_chat,0.92,synthetic,ann_005,2025-03-01T06:41:29Z
intent_000957,Main jeena nahi chahta.,crisis_emergency,seek_support,0.95,synthetic,ann_004,2024-09-14T15:02:34Z
intent_000958,I have a plan to kill myself.,crisis_emergency,,0.95,synthetic,ann_005,2025-01-29T04:25:48Z
intent_000959,PHQ-9 test lena hai mujhe.,assessment_request,,0.93,synthetic,ann_001,2025-02-02T04:37:56Z
intent_000960,I've planned how I would end my life.,crisis_emergency,,0.9,synthetic,ann_002,2025-03-04T09:04:54Z
intent_000961,I feel like my privacy is not being respected.,feedback_complaint,,0.88,synthetic,ann_005,2024-09-16T03:22:18Z
intent_000962,I need to schedule therapy as soon as possible.,book_appointment,seek_support,0.96,synthetic,ann_002,2024-06-30T12:32:29Z
intent_000963,What is schema therapy?,information_request,seek_support,0.97,synthetic,ann_003,2024-07-22T23:51:49Z
intent_000964,I'd like to set up fortnightly therapy sessions.,book_appointment,seek_support,0.98,synthetic,ann_004,2024-06-22T14:33:47Z
intent_000965,Can you help me schedule a therapy session?,book_appointment,seek_support,0.9,synthetic,ann_004,2025-01-25T19:29:58Z
intent_000966,What's the weather like where you are? Just kidding.,general_chat,seek_support,0.85,synthetic,ann_005,2024-07-06T16:57:17Z
intent_000967,I'd like to take the PTSD screening.,assessment_request,,0.95,synthetic,ann_004,2024-08-29T15:24:54Z
intent_000968,I feel like there is no hope and I want to die.,crisis_emergency,seek_support,0.9,synthetic,ann_001,2024-08-30T08:12:24Z
intent_000969,I've been feeling angry and sad at the same time.,seek_support,general_chat,0.9,synthetic,ann_001,2025-03-16T12:09:12Z
intent_000970,I was just thinking and wanted to chat.,general_chat,seek_support,0.85,synthetic,ann_004,2025-02-18T08:04:42Z
intent_000971,I'd like to get an appointment as soon as there's availability.,book_appointment,,0.96,synthetic,ann_002,2024-07-25T17:04:29Z
intent_000972,I just need someone to listen to me.,seek_support,book_appointment,0.88,synthetic,ann_004,2024-10-30T06:11:13Z
intent_000973,I'd like to get an appointment booked.,book_appointment,seek_support,0.94,synthetic,ann_003,2024-11-24T10:50:25Z
intent_000974,What is complex PTSD?,information_request,seek_support,0.88,synthetic,ann_003,2025-01-27T14:18:20Z
intent_000975,What is the window of tolerance in trauma?,information_request,assessment_request,0.97,synthetic,ann_004,2025-02-06T08:48:07Z
intent_000976,The waiting time is too long.,feedback_complaint,general_chat,0.93,synthetic,ann_002,2024-12-13T02:00:16Z
intent_000977,I want to book an initial consultation.,book_appointment,,0.9,synthetic,ann_005,2024-07-24T11:24:41Z
intent_000978,I need help making sense of everything I'm feeling.,seek_support,,0.88,synthetic,ann_002,2025-01-28T03:07:30Z
intent_000979,"I feel like I'm not living, just surviving.",seek_support,,0.95,synthetic,ann_001,2024-11-23T12:59:45Z
intent_000980,I'm in a very dark place and I'm not safe.,crisis_emergency,,0.95,synthetic,ann_004,2025-02-28T03:14:09Z
intent_000981,I want to set up a meeting with a counselor.,book_appointment,,0.94,synthetic,ann_001,2024-11-22T16:19:01Z
intent_000982,Kaise ho aap?,general_chat,,0.92,synthetic,ann_003,2024-11-10T00:55:00Z
intent_000983,Can we talk about what I've been going through?,seek_support,,0.95,synthetic,ann_002,2024-08-14T12:04:45Z
intent_000984,I was just thinking and wanted to chat.,general_chat,,0.88,synthetic,ann_003,2024-09-23T09:34:42Z
intent_000985,I'd like to book a slot with a therapist.,book_appointment,seek_support,0.9,synthetic,ann_002,2024-07-03T02:41:25Z
intent_000986,I'd like to arrange a therapy session.,book_appointment,,0.96,synthetic,ann_002,2025-03-20T23:40:03Z
intent_000987,I've been having thoughts that it would be better if I wasn't here.,crisis_emergency,,0.97,synthetic,ann_001,2024-11-01T17:03:20Z
intent_000988,I feel like I have nothing left to live for.,crisis_emergency,,0.95,synthetic,ann_002,2025-03-08T02:50:48Z
intent_000989,I'd like to complete a standardized test.,assessment_request,information_request,0.93,synthetic,ann_004,2024-12-13T06:08:32Z
intent_000990,Can I evaluate my burnout levels?,assessment_request,information_request,0.88,synthetic,ann_005,2024-12-15T01:23:41Z
intent_000991,The chatbot doesn't understand me at all.,feedback_complaint,,0.95,synthetic,ann_002,2025-03-13T03:51:17Z
intent_000992,I've been really emotional and I need to talk.,seek_support,general_chat,0.95,synthetic,ann_003,2024-07-04T01:56:36Z
