id,utterance,pattern_count,source
meta_000970,I never do anything right,1,synthetic
meta_000066,They all talk about me behind my back,1,synthetic
meta_001988,The guilt haunts me,1,synthetic
meta_002679,"She's quiet, which means she's angry with me",1,synthetic
meta_000166,They make me feel worthless,1,synthetic
meta_000885,Everything is always my fault,1,synthetic
meta_000403,I can't believe what she said to me,1,synthetic
meta_000293,Someone told me I'd never succeed,1,synthetic
meta_000555,They broke their promise to me,1,synthetic
meta_000177,They make me feel worthless,1,synthetic
meta_000318,Someone told me I'd never succeed,1,synthetic
meta_001810,The guilt haunts me,1,synthetic
meta_001396,I have to be strong all the time,1,synthetic
meta_001616,It's impossible for me to be happy,1,synthetic
meta_000718,She's more capable than me,1,synthetic
meta_002645,"She didn't text back, so she's rejecting me",1,synthetic
meta_002216,People look at me like I'm pathetic,1,synthetic
meta_002991,"As my depression deepens, I'll lose everyone",1,synthetic
meta_000002,They make me feel worthless,1,synthetic
meta_002713,Not asking my opinion means I'm not valued,1,synthetic
meta_000882,Everything is always my fault,1,synthetic
meta_002982,"Now that I'm broken, I'm worthless",1,synthetic
meta_000627,She's been acting strange lately,1,synthetic
meta_001307,I must be perfect or I'm worthless,1,synthetic
meta_001364,I should never ask for help,1,synthetic
meta_000253,They make me feel worthless,1,synthetic
meta_000580,It went wrong somehow,1,synthetic
meta_001612,I can't forgive myself,1,synthetic
meta_000084,It's all their fault,1,synthetic
meta_001444,I have to please everyone,1,synthetic
meta_001906,My shame is eating away at me,1,synthetic
meta_002453,His behavior drives me crazy,1,synthetic
meta_002258,He judges me for everything,1,synthetic
meta_002047,I can tell she doesn't want me around,1,synthetic
meta_000998,Nobody wants to be around me,1,synthetic
meta_000622,They broke their promise to me,1,synthetic
meta_002431,He causes all my problems,1,synthetic
meta_001694,I can't do anything about it,1,synthetic
meta_002285,Everyone knows I'm a loser,1,synthetic
meta_002696,"He doesn't call me, so he hates me",1,synthetic
meta_002555,"She's quiet, which means she's angry with me",1,synthetic
meta_000956,I always mess things up,1,synthetic
meta_001420,I must not let anyone down,1,synthetic
meta_002042,He judges me for everything,1,synthetic
meta_000018,She thinks I'm a failure,1,synthetic
meta_001918,I'm in a deep depression,1,synthetic
meta_002356,He causes all my problems,1,synthetic
meta_001748,Nobody can understand what I'm going through,1,synthetic
meta_001161,Everyone judges me,1,synthetic
meta_001950,The rejection really hurt me,1,synthetic
meta_002430,You make me angry,1,synthetic
meta_001792,The anger is consuming me,1,synthetic
meta_000704,I'm stronger than I used to be,1,synthetic
meta_001066,Everything is always my fault,1,synthetic
meta_002973,"Since I always mess up, why bother trying",1,synthetic
meta_002500,Her rejection ruined my self-worth,1,synthetic
meta_000391,I can't believe what she said to me,1,synthetic
meta_002152,She thinks I'm a failure,1,synthetic
meta_002812,"After I fail, nobody will want me",1,synthetic
meta_000855,All my relationships fail,1,synthetic
meta_001207,I must be perfect or I'm worthless,1,synthetic
meta_001779,The anger is consuming me,1,synthetic
meta_000679,I'm less anxious about it now,1,synthetic
meta_000715,I'm less anxious about it now,1,synthetic
meta_002659,"He doesn't call me, so he hates me",1,synthetic
meta_000359,People keep doing hurtful things,1,synthetic
meta_002882,"As my depression deepens, I'll lose everyone",1,synthetic
meta_002931,"Before I disappoint them, I should leave",1,synthetic
meta_002939,"After I fail, nobody will want me",1,synthetic
meta_002108,Everyone knows I'm a loser,1,synthetic
meta_002106,They think I'm stupid,1,synthetic
meta_002311,His behavior drives me crazy,1,synthetic
meta_001817,I'm struggling with my self-esteem,1,synthetic
meta_002467,You're responsible for my failures,1,synthetic
meta_002759,"He's busy, which proves he doesn't care",1,synthetic
meta_000737,I'm doing better now,1,synthetic
meta_001395,I have to be strong all the time,1,synthetic
meta_002646,"He's busy, which proves he doesn't care",1,synthetic
meta_000501,Life keeps throwing challenges at me,1,synthetic
meta_000064,Someone told me I'd never succeed,1,synthetic
meta_002643,"They left me, so I'm unlovable",1,synthetic
meta_000732,This is the worst thing that's happened,1,synthetic
meta_001323,I have to please everyone,1,synthetic
meta_002363,His behavior drives me crazy,1,synthetic
meta_002945,"Since I always mess up, why bother trying",1,synthetic
meta_002340,You make me angry,1,synthetic
meta_002707,"If he loved me, he'd always be available",1,synthetic
meta_001064,Nobody wants to be around me,1,synthetic
meta_002165,He judges me for everything,1,synthetic
meta_000231,They make me feel worthless,1,synthetic
meta_002512,Her rejection ruined my self-worth,1,synthetic
meta_001793,I'm struggling with my self-esteem,1,synthetic
meta_002902,"If things get worse, I won't handle it",1,synthetic
meta_001393,I should never ask for help,1,synthetic
meta_001556,I'm incapable of loving myself,1,synthetic
meta_001471,I must not let anyone down,1,synthetic
meta_000028,They make me feel worthless,1,synthetic
meta_002006,My anxiety is overwhelming me,1,synthetic
meta_002836,"After I fail, nobody will want me",1,synthetic
meta_000520,I don't understand what he wants from me,1,synthetic
meta_001772,The guilt haunts me,1,synthetic
meta_000528,They messed everything up,1,synthetic
meta_001118,"Every time I try, I fail",1,synthetic
meta_002365,His behavior drives me crazy,1,synthetic
meta_002511,You're responsible for my failures,1,synthetic
meta_001435,I must not let anyone down,1,synthetic
meta_002929,"Since I always mess up, why bother trying",1,synthetic
meta_002660,"He's busy, which proves he doesn't care",1,synthetic
meta_002810,"Since I always mess up, why bother trying",1,synthetic
meta_000193,He upset me again,1,synthetic
meta_000301,He made me do it,1,synthetic
meta_002770,"She didn't text back, so she's rejecting me",1,synthetic
meta_001335,I should be able to handle this alone,1,synthetic
meta_001076,Everyone judges me,1,synthetic
meta_000468,He did it again,1,synthetic
meta_000596,I don't understand what he wants from me,1,synthetic
meta_002959,"Since I always mess up, why bother trying",1,synthetic
meta_000036,She thinks I'm a failure,1,synthetic
meta_000093,They all talk about me behind my back,1,synthetic
meta_000225,They make me feel worthless,1,synthetic
meta_000968,All my relationships fail,1,synthetic
meta_000507,It went wrong somehow,1,synthetic
meta_002921,"After I fail, nobody will want me",1,synthetic
meta_002920,"As my depression deepens, I'll lose everyone",1,synthetic
meta_001499,I'm incapable of loving myself,1,synthetic
meta_000971,Nobody wants to be around me,1,synthetic
meta_001650,I can't talk about my feelings,1,synthetic
meta_001378,I should be able to handle this alone,1,synthetic
meta_002832,"As my depression deepens, I'll lose everyone",1,synthetic
meta_001893,I'm in a deep depression,1,synthetic
meta_002746,"He doesn't call me, so he hates me",1,synthetic
meta_001475,I have to be strong all the time,1,synthetic
meta_000364,I can't believe what she said to me,1,synthetic
meta_002562,Not asking my opinion means I'm not valued,1,synthetic
meta_000685,I'm doing better now,1,synthetic
meta_002090,He clearly doesn't respect me,1,synthetic
meta_000972,Everyone judges me,1,synthetic
meta_001459,I must be perfect or I'm worthless,1,synthetic
meta_002075,He clearly doesn't respect me,1,synthetic
meta_000933,All my relationships fail,1,synthetic
meta_002048,He clearly doesn't respect me,1,synthetic
meta_001413,I should never ask for help,1,synthetic
meta_002324,You're responsible for my failures,1,synthetic
meta_001855,The rejection really hurt me,1,synthetic
meta_000646,She's been acting strange lately,1,synthetic
meta_001501,I'm incapable of loving myself,1,synthetic
meta_001360,I need to fix everything,1,synthetic
meta_000626,Something bad happened to me,1,synthetic
meta_000977,I'll never be good enough,1,synthetic
meta_001275,I should be able to handle this alone,1,synthetic
meta_001961,My anxiety is overwhelming me,1,synthetic
meta_000380,It went wrong somehow,1,synthetic
meta_000194,He made me do it,1,synthetic
meta_000007,It's all their fault,1,synthetic
meta_001341,I must be perfect or I'm worthless,1,synthetic
meta_001677,I'm incapable of loving myself,1,synthetic
meta_000590,They broke their promise to me,1,synthetic
meta_001719,I can't talk about my feelings,1,synthetic
meta_000712,This is the worst thing that's happened,1,synthetic
meta_002443,You make me angry,1,synthetic
meta_001585,I can't forgive myself,1,synthetic
meta_001466,I have to be strong all the time,1,synthetic
meta_002935,"If things get worse, I won't handle it",1,synthetic
meta_000550,I don't understand what he wants from me,1,synthetic
meta_001721,I can't forgive myself,1,synthetic
meta_000208,They make me feel worthless,1,synthetic
meta_001692,It's impossible for me to be happy,1,synthetic
meta_001857,The anger is consuming me,1,synthetic
meta_002484,You make me angry,1,synthetic
meta_001434,I have to be strong all the time,1,synthetic
meta_001524,Nobody can understand what I'm going through,1,synthetic
meta_002349,You're responsible for my failures,1,synthetic
meta_002026,I know they don't like me,1,synthetic
meta_001090,I never do anything right,1,synthetic
meta_000135,They make me feel worthless,1,synthetic
meta_000489,I can't believe what she said to me,1,synthetic
meta_000546,I can't believe what she said to me,1,synthetic
meta_001179,Everyone always abandons me,1,synthetic
meta_000074,They don't care about my feelings,1,synthetic
meta_002039,Everyone knows I'm a loser,1,synthetic
meta_001726,I can't talk about my feelings,1,synthetic
meta_002795,"As my depression deepens, I'll lose everyone",1,synthetic
meta_001795,My anxiety is overwhelming me,1,synthetic
meta_000510,She's been acting strange lately,1,synthetic
meta_001603,I'm incapable of loving myself,1,synthetic
meta_000103,Someone told me I'd never succeed,1,synthetic
meta_002280,He judges me for everything,1,synthetic
meta_002008,I'm struggling with my self-esteem,1,synthetic
meta_001966,The guilt haunts me,1,synthetic
meta_002482,You're responsible for my failures,1,synthetic
meta_001858,The rejection really hurt me,1,synthetic
meta_002887,"When I fail again, it will destroy everything",1,synthetic
meta_000566,Something bad happened to me,1,synthetic
meta_002083,Everyone knows I'm a loser,1,synthetic
meta_000362,Something bad happened to me,1,synthetic
meta_001569,I can't forgive myself,1,synthetic
meta_000388,He did it again,1,synthetic
meta_001707,I can't forgive myself,1,synthetic
meta_000398,It went wrong somehow,1,synthetic
meta_000866,Everyone always abandons me,1,synthetic
meta_001832,The rejection really hurt me,1,synthetic
meta_002022,Everyone knows I'm a loser,1,synthetic
meta_000101,They make me feel worthless,1,synthetic
meta_000201,He made me do it,1,synthetic
meta_002529,You make me angry,1,synthetic
meta_002940,"Since I always mess up, why bother trying",1,synthetic
meta_002546,They make me feel worthless,1,synthetic
meta_000109,Everyone expects so much from me,1,synthetic
meta_002879,"Before I disappoint them, I should leave",1,synthetic
meta_001041,Nobody ever listens to me,1,synthetic
meta_000883,I never do anything right,1,synthetic
meta_002624,"She's quiet, which means she's angry with me",1,synthetic
meta_002761,"They left me, so I'm unlovable",1,synthetic
meta_000309,They all talk about me behind my back,1,synthetic
meta_001614,I can't do anything about it,1,synthetic
meta_002266,He judges me for everything,1,synthetic
meta_000726,This is the worst thing that's happened,1,synthetic
meta_000173,Everyone expects so much from me,1,synthetic
meta_001128,Nobody ever listens to me,1,synthetic
meta_002481,They make me feel worthless,1,synthetic
meta_000544,It went wrong somehow,1,synthetic
meta_002542,You're responsible for my failures,1,synthetic
meta_001586,It's impossible for me to be happy,1,synthetic
meta_002419,He causes all my problems,1,synthetic
meta_001356,I have to be strong all the time,1,synthetic
meta_002588,"She didn't text back, so she's rejecting me",1,synthetic
meta_002066,He judges me for everything,1,synthetic
meta_002906,"Before I disappoint them, I should leave",1,synthetic
meta_002533,Your words destroyed my confidence,1,synthetic
meta_001498,I'm incapable of loving myself,1,synthetic
meta_001562,It's impossible for me to be happy,1,synthetic
meta_002375,He causes all my problems,1,synthetic
meta_000226,She thinks I'm a failure,1,synthetic
meta_001791,I can't escape my fear,1,synthetic
meta_000945,I never do anything right,1,synthetic
meta_000302,She thinks I'm a failure,1,synthetic
meta_000210,He made me do it,1,synthetic
meta_001328,I must succeed at everything,1,synthetic
meta_001183,Nobody ever listens to me,1,synthetic
meta_002139,People look at me like I'm pathetic,1,synthetic
meta_001406,I need to fix everything,1,synthetic
meta_000337,He upset me again,1,synthetic
meta_002905,"Since I always mess up, why bother trying",1,synthetic
meta_001609,Nobody can understand what I'm going through,1,synthetic
meta_000141,Everyone expects so much from me,1,synthetic
meta_001454,I must succeed at everything,1,synthetic
meta_001551,I won't ever get over this,1,synthetic
meta_002858,"When I fail again, it will destroy everything",1,synthetic
meta_001052,Nobody ever listens to me,1,synthetic
meta_001987,My shame is eating away at me,1,synthetic
meta_002843,"If things get worse, I won't handle it",1,synthetic
meta_002817,"As my depression deepens, I'll lose everyone",1,synthetic
meta_002400,Her rejection ruined my self-worth,1,synthetic
meta_000449,I don't understand what he wants from me,1,synthetic
meta_000267,Someone told me I'd never succeed,1,synthetic
meta_002985,"Now that I'm broken, I'm worthless",1,synthetic
meta_002697,"She didn't text back, so she's rejecting me",1,synthetic
meta_002331,Her rejection ruined my self-worth,1,synthetic
meta_001343,I must not let anyone down,1,synthetic
meta_001827,The anger is consuming me,1,synthetic
meta_002321,They make me feel worthless,1,synthetic
meta_002502,You make me angry,1,synthetic
meta_001053,I'll never be good enough,1,synthetic
meta_002272,He judges me for everything,1,synthetic
meta_001210,I must be perfect or I'm worthless,1,synthetic
meta_002274,I know they don't like me,1,synthetic
meta_000698,She's more capable than me,1,synthetic
meta_000215,He made me do it,1,synthetic
meta_002474,They make me feel worthless,1,synthetic
meta_000385,People keep doing hurtful things,1,synthetic
meta_000789,Things are different now,1,synthetic
meta_000959,"Every time I try, I fail",1,synthetic
meta_002377,They make me feel worthless,1,synthetic
meta_001374,I should be able to handle this alone,1,synthetic
meta_000027,They make me feel worthless,1,synthetic
meta_002613,"He's busy, which proves he doesn't care",1,synthetic
meta_002337,Her rejection ruined my self-worth,1,synthetic
meta_001784,The guilt haunts me,1,synthetic
meta_001509,I'm incapable of loving myself,1,synthetic
meta_000160,He upset me again,1,synthetic
meta_002575,"He doesn't call me, so he hates me",1,synthetic
meta_002850,"After I fail, nobody will want me",1,synthetic
meta_001326,I must not let anyone down,1,synthetic
meta_001983,The loneliness is unbearable,1,synthetic
meta_000497,They broke their promise to me,1,synthetic
meta_001144,Everyone always abandons me,1,synthetic
meta_002059,I know they don't like me,1,synthetic
meta_001803,I'm trapped in my sadness,1,synthetic
meta_002561,"She's quiet, which means she's angry with me",1,synthetic
meta_002585,Not asking my opinion means I'm not valued,1,synthetic
meta_001508,Nobody can understand what I'm going through,1,synthetic
meta_001712,It's impossible for me to be happy,1,synthetic
meta_000463,It went wrong somehow,1,synthetic
meta_000989,I'll never be good enough,1,synthetic
meta_002217,He clearly doesn't respect me,1,synthetic
meta_000575,They broke their promise to me,1,synthetic
meta_002332,You're responsible for my failures,1,synthetic
meta_001355,I must succeed at everything,1,synthetic
meta_000979,Everyone always abandons me,1,synthetic
meta_001880,The loneliness is unbearable,1,synthetic
meta_002669,"She didn't text back, so she's rejecting me",1,synthetic
meta_002229,People look at me like I'm pathetic,1,synthetic
meta_002925,"If things get worse, I won't handle it",1,synthetic
meta_002244,I know they don't like me,1,synthetic
meta_001369,I should be able to handle this alone,1,synthetic
meta_000916,Nobody ever listens to me,1,synthetic
meta_001305,I must be perfect or I'm worthless,1,synthetic
meta_000847,This is the worst thing that's happened,1,synthetic
meta_001197,I'll never be good enough,1,synthetic
meta_000304,She thinks I'm a failure,1,synthetic
meta_000654,I'm less anxious about it now,1,synthetic
meta_001915,I'm struggling with my self-esteem,1,synthetic
meta_002314,His behavior drives me crazy,1,synthetic
meta_000944,I'll never be good enough,1,synthetic
meta_001195,"Every time I try, I fail",1,synthetic
meta_000283,Someone told me I'd never succeed,1,synthetic
meta_002607,"She's quiet, which means she's angry with me",1,synthetic
meta_002080,They think I'm stupid,1,synthetic
meta_000553,I don't understand what he wants from me,1,synthetic
meta_000778,She's more capable than me,1,synthetic
meta_001546,It's impossible for me to be happy,1,synthetic
meta_001705,I can't do anything about it,1,synthetic
meta_000675,She's more capable than me,1,synthetic
meta_000541,It went wrong somehow,1,synthetic
meta_001605,Nobody can understand what I'm going through,1,synthetic
meta_000624,People keep doing hurtful things,1,synthetic
meta_002491,His behavior drives me crazy,1,synthetic
meta_000227,She thinks I'm a failure,1,synthetic
meta_000089,They make me feel worthless,1,synthetic
meta_000532,They messed everything up,1,synthetic
meta_002345,He causes all my problems,1,synthetic
meta_001628,I can't do anything about it,1,synthetic
meta_001743,It's impossible for me to be happy,1,synthetic
meta_002544,You make me angry,1,synthetic
meta_000756,I'm stronger than I used to be,1,synthetic
meta_001483,I can't forgive myself,1,synthetic
meta_002041,She thinks I'm a failure,1,synthetic
meta_000181,They all talk about me behind my back,1,synthetic
meta_002649,"She didn't text back, so she's rejecting me",1,synthetic
meta_002408,Your words destroyed my confidence,1,synthetic
meta_001998,The anger is consuming me,1,synthetic
meta_001484,I won't ever get over this,1,synthetic
meta_001409,I should never ask for help,1,synthetic
meta_002188,He judges me for everything,1,synthetic
meta_000216,He made me do it,1,synthetic
meta_002515,Her rejection ruined my self-worth,1,synthetic
meta_002864,"If things get worse, I won't handle it",1,synthetic
meta_002230,He judges me for everything,1,synthetic
meta_002322,Your words destroyed my confidence,1,synthetic
meta_000060,They don't care about my feelings,1,synthetic
meta_001611,I can't forgive myself,1,synthetic
meta_002803,"When I fail again, it will destroy everything",1,synthetic
meta_001664,Nobody can understand what I'm going through,1,synthetic
meta_000249,Someone told me I'd never succeed,1,synthetic
meta_001313,I must succeed at everything,1,synthetic
meta_001011,I'll never be good enough,1,synthetic
meta_000931,All my relationships fail,1,synthetic
meta_002424,His behavior drives me crazy,1,synthetic
meta_001759,I'm unable to change,1,synthetic
meta_001884,I can't escape my fear,1,synthetic
meta_000097,He made me do it,1,synthetic
meta_001255,I should be able to handle this alone,1,synthetic
meta_001824,I can't escape my fear,1,synthetic
meta_000642,I can't believe what she said to me,1,synthetic
meta_001140,"Every time I try, I fail",1,synthetic
meta_002206,I know they don't like me,1,synthetic
meta_001700,I won't ever get over this,1,synthetic
meta_000709,This is the worst thing that's happened,1,synthetic
meta_001544,I'm unable to change,1,synthetic
meta_000650,Something bad happened to me,1,synthetic
meta_001590,I won't ever get over this,1,synthetic
meta_002065,I can tell she doesn't want me around,1,synthetic
meta_002371,His behavior drives me crazy,1,synthetic
meta_000851,Everything is always my fault,1,synthetic
meta_002712,Not asking my opinion means I'm not valued,1,synthetic
meta_000963,I always mess things up,1,synthetic
meta_000143,He upset me again,1,synthetic
meta_001975,I'm in a deep depression,1,synthetic
meta_001935,I'm struggling with my self-esteem,1,synthetic
meta_002913,"Since I always mess up, why bother trying",1,synthetic
meta_000081,She thinks I'm a failure,1,synthetic
meta_001081,Nobody wants to be around me,1,synthetic
meta_001093,Everything is always my fault,1,synthetic
meta_000076,They don't care about my feelings,1,synthetic
meta_000825,She's more capable than me,1,synthetic
meta_000269,Someone told me I'd never succeed,1,synthetic
meta_000583,I can't believe what she said to me,1,synthetic
meta_000946,Everyone judges me,1,synthetic
meta_002885,"When I fail again, it will destroy everything",1,synthetic
meta_001180,Everyone judges me,1,synthetic
meta_001319,I have to be strong all the time,1,synthetic
meta_002962,"Before I disappoint them, I should leave",1,synthetic
meta_001996,I'm in a deep depression,1,synthetic
meta_002944,"As my depression deepens, I'll lose everyone",1,synthetic
meta_001181,Nobody ever listens to me,1,synthetic
meta_002438,Her rejection ruined my self-worth,1,synthetic
meta_002235,I know they don't like me,1,synthetic
meta_002923,"Now that I'm broken, I'm worthless",1,synthetic
meta_000670,She's more capable than me,1,synthetic
meta_001232,I should never ask for help,1,synthetic
meta_000351,I can't believe what she said to me,1,synthetic
meta_000928,I always mess things up,1,synthetic
meta_002657,"If he loved me, he'd always be available",1,synthetic
meta_002362,He causes all my problems,1,synthetic
meta_000863,I always mess things up,1,synthetic
meta_002506,Her rejection ruined my self-worth,1,synthetic
meta_000096,They don't care about my feelings,1,synthetic
meta_002768,"They left me, so I'm unlovable",1,synthetic
meta_002714,"He doesn't call me, so he hates me",1,synthetic
meta_000102,They all talk about me behind my back,1,synthetic
meta_000404,I can't believe what she said to me,1,synthetic
meta_002393,Your words destroyed my confidence,1,synthetic
meta_002608,Not asking my opinion means I'm not valued,1,synthetic
meta_001985,I'm struggling with my self-esteem,1,synthetic
meta_000892,I always mess things up,1,synthetic
meta_001549,It's impossible for me to be happy,1,synthetic
meta_001398,I must succeed at everything,1,synthetic
meta_002352,You're responsible for my failures,1,synthetic
meta_002402,Your words destroyed my confidence,1,synthetic
meta_002425,His behavior drives me crazy,1,synthetic
meta_002470,He causes all my problems,1,synthetic
meta_002271,He judges me for everything,1,synthetic
meta_001245,I must not let anyone down,1,synthetic
meta_001467,I have to please everyone,1,synthetic
meta_000570,They broke their promise to me,1,synthetic
meta_001149,Everyone always abandons me,1,synthetic
meta_001691,Nobody can understand what I'm going through,1,synthetic
meta_002833,"Before I disappoint them, I should leave",1,synthetic
meta_002765,"He doesn't call me, so he hates me",1,synthetic
meta_002341,Your words destroyed my confidence,1,synthetic
meta_001233,I must succeed at everything,1,synthetic
meta_001924,The loneliness is unbearable,1,synthetic
meta_000790,This situation is worse than I thought,1,synthetic
meta_000136,Everyone expects so much from me,1,synthetic
meta_001151,Everyone always abandons me,1,synthetic
meta_000477,It went wrong somehow,1,synthetic
meta_002076,He judges me for everything,1,synthetic
meta_001163,I'll never be good enough,1,synthetic
meta_000954,I'll never be good enough,1,synthetic
meta_000438,People keep doing hurtful things,1,synthetic
meta_002082,He judges me for everything,1,synthetic
meta_001469,I should never ask for help,1,synthetic
meta_000023,They don't care about my feelings,1,synthetic
meta_002790,"Now that I'm broken, I'm worthless",1,synthetic
meta_001900,The anger is consuming me,1,synthetic
meta_000020,They make me feel worthless,1,synthetic
meta_000251,They don't care about my feelings,1,synthetic
meta_000644,Something bad happened to me,1,synthetic
meta_001597,I'm incapable of loving myself,1,synthetic
meta_000298,They make me feel worthless,1,synthetic
meta_002147,I can tell she doesn't want me around,1,synthetic
meta_000762,This situation is worse than I thought,1,synthetic
meta_002868,"Now that I'm broken, I'm worthless",1,synthetic
meta_000441,People keep doing hurtful things,1,synthetic
meta_000149,He upset me again,1,synthetic
meta_001814,The loneliness is unbearable,1,synthetic
meta_000733,I'm stronger than I used to be,1,synthetic
meta_000381,I can't believe what she said to me,1,synthetic
meta_002541,He causes all my problems,1,synthetic
meta_001668,Nobody can understand what I'm going through,1,synthetic
meta_001917,The rejection really hurt me,1,synthetic
meta_002783,"When I fail again, it will destroy everything",1,synthetic
meta_001947,I'm in a deep depression,1,synthetic
meta_002835,"As my depression deepens, I'll lose everyone",1,synthetic
meta_002811,"When I fail again, it will destroy everything",1,synthetic
meta_002017,I know they don't like me,1,synthetic
meta_001087,Nobody ever listens to me,1,synthetic
meta_001322,I have to be strong all the time,1,synthetic
meta_001237,I must not let anyone down,1,synthetic
meta_002336,You make me angry,1,synthetic
meta_000840,This is the worst thing that's happened,1,synthetic
meta_001202,I have to be strong all the time,1,synthetic
meta_000519,It went wrong somehow,1,synthetic
meta_001048,I'll never be good enough,1,synthetic
meta_000070,He upset me again,1,synthetic
meta_002099,They think I'm stupid,1,synthetic
meta_000921,Everyone judges me,1,synthetic
meta_002313,Her rejection ruined my self-worth,1,synthetic
meta_001296,I must not let anyone down,1,synthetic
meta_002769,"If he loved me, he'd always be available",1,synthetic
meta_000723,Things are different now,1,synthetic
meta_002837,"Since I always mess up, why bother trying",1,synthetic
meta_000410,I don't understand what he wants from me,1,synthetic
meta_000880,I always mess things up,1,synthetic
meta_000785,This situation is worse than I thought,1,synthetic
meta_001244,I must be perfect or I'm worthless,1,synthetic
meta_002618,"He's busy, which proves he doesn't care",1,synthetic
meta_001276,I must be perfect or I'm worthless,1,synthetic
meta_000653,This is the worst thing that's happened,1,synthetic
meta_001671,I can't talk about my feelings,1,synthetic
meta_000557,He did it again,1,synthetic
meta_002162,I know they don't like me,1,synthetic
meta_002093,I know they don't like me,1,synthetic
meta_002263,He clearly doesn't respect me,1,synthetic
meta_002911,"As my depression deepens, I'll lose everyone",1,synthetic
meta_000888,I always mess things up,1,synthetic
meta_001000,Everyone judges me,1,synthetic
meta_002360,He causes all my problems,1,synthetic
meta_002670,"She didn't text back, so she's rejecting me",1,synthetic
meta_001627,I can't forgive myself,1,synthetic
meta_000340,They don't care about my feelings,1,synthetic
meta_002315,You're responsible for my failures,1,synthetic
meta_001204,I must not let anyone down,1,synthetic
meta_002389,Her rejection ruined my self-worth,1,synthetic
meta_001625,I'm unable to change,1,synthetic
meta_002587,"She's quiet, which means she's angry with me",1,synthetic
meta_000211,He upset me again,1,synthetic
meta_000805,I'm better off alone,1,synthetic
meta_002175,She thinks I'm a failure,1,synthetic
meta_001470,I have to please everyone,1,synthetic
meta_001768,My shame is eating away at me,1,synthetic
meta_000406,I can't believe what she said to me,1,synthetic
meta_000355,He did it again,1,synthetic
meta_002294,They make me feel worthless,1,synthetic
meta_000396,They messed everything up,1,synthetic
meta_000820,I'm less anxious about it now,1,synthetic
meta_001050,All my relationships fail,1,synthetic
meta_000894,"Every time I try, I fail",1,synthetic
meta_001016,Nobody ever listens to me,1,synthetic
meta_001657,I won't ever get over this,1,synthetic
meta_001527,I'm incapable of loving myself,1,synthetic
meta_000957,I always mess things up,1,synthetic
meta_000603,Something bad happened to me,1,synthetic
meta_001336,I should be able to handle this alone,1,synthetic
meta_001949,The anger is consuming me,1,synthetic
meta_001451,I must succeed at everything,1,synthetic
meta_000714,She's more capable than me,1,synthetic
meta_000189,People always judge me for it,1,synthetic
meta_002503,Her rejection ruined my self-worth,1,synthetic
meta_000987,Everyone judges me,1,synthetic
meta_000561,Life keeps throwing challenges at me,1,synthetic
meta_001923,I'm struggling with my self-esteem,1,synthetic
meta_000260,He made me do it,1,synthetic
meta_001417,I should be able to handle this alone,1,synthetic
meta_001491,Nobody can understand what I'm going through,1,synthetic
meta_000171,He made me do it,1,synthetic
meta_002499,You're responsible for my failures,1,synthetic
meta_002097,They think I'm stupid,1,synthetic
meta_000671,I'm doing better now,1,synthetic
meta_001735,I'm incapable of loving myself,1,synthetic
meta_002275,They think I'm stupid,1,synthetic
meta_002873,"As my depression deepens, I'll lose everyone",1,synthetic
meta_002327,You're responsible for my failures,1,synthetic
meta_002421,You make me angry,1,synthetic
meta_002418,You're responsible for my failures,1,synthetic
meta_002282,They think I'm stupid,1,synthetic
meta_002177,People look at me like I'm pathetic,1,synthetic
meta_002752,"She didn't text back, so she's rejecting me",1,synthetic
meta_002830,"Now that I'm broken, I'm worthless",1,synthetic
meta_001098,Everything is always my fault,1,synthetic
meta_000061,He made me do it,1,synthetic
meta_001242,I must be perfect or I'm worthless,1,synthetic
meta_001887,I can't escape my fear,1,synthetic
meta_002627,"She's quiet, which means she's angry with me",1,synthetic
meta_002801,"Since I always mess up, why bother trying",1,synthetic
meta_002223,People look at me like I'm pathetic,1,synthetic
meta_001069,"Every time I try, I fail",1,synthetic
meta_001869,My anxiety is overwhelming me,1,synthetic
meta_000011,He upset me again,1,synthetic
meta_001120,I never do anything right,1,synthetic
meta_001896,I'm struggling with my self-esteem,1,synthetic
meta_001258,I should never ask for help,1,synthetic
meta_000992,I always mess things up,1,synthetic
meta_002312,His behavior drives me crazy,1,synthetic
meta_000703,I'm doing better now,1,synthetic
meta_000241,Everyone expects so much from me,1,synthetic
meta_002556,"She didn't text back, so she's rejecting me",1,synthetic
meta_002406,Her rejection ruined my self-worth,1,synthetic
meta_002598,"She didn't text back, so she's rejecting me",1,synthetic
meta_001293,I need to fix everything,1,synthetic
meta_001162,Everyone always abandons me,1,synthetic
meta_002166,They think I'm stupid,1,synthetic
meta_002183,He clearly doesn't respect me,1,synthetic
meta_000021,It's all their fault,1,synthetic
meta_000612,Something bad happened to me,1,synthetic
meta_000369,Life keeps throwing challenges at me,1,synthetic
meta_000330,It's all their fault,1,synthetic
meta_001656,Nobody can understand what I'm going through,1,synthetic
meta_000924,I always mess things up,1,synthetic
meta_002534,He causes all my problems,1,synthetic
meta_002299,You make me angry,1,synthetic
meta_002050,He clearly doesn't respect me,1,synthetic
meta_000860,Everyone judges me,1,synthetic
meta_001408,I must succeed at everything,1,synthetic
meta_000431,Something bad happened to me,1,synthetic
meta_002119,She thinks I'm a failure,1,synthetic
meta_001282,I need to fix everything,1,synthetic
meta_000997,Nobody wants to be around me,1,synthetic
meta_000151,He made me do it,1,synthetic
