id,utterance,primary_emotion,secondary_emotion,intensity,confidence,annotator_id,source,created_at
emot_000961,I made a choice that I thought was the right one and it went terribly wrong.,guilt,,0.9167,0.8199,ann_015,crisis_text_line,2025-03-09T00:00:00Z
emot_000217,I've been losing weight from the stress. I just can't eat.,anxiety,fear,0.8805,0.7542,ann_003,synthetic,2025-06-08T00:00:00Z
emot_000999,I feel guilty for surviving when others didn't.,guilt,,0.9321,0.9346,ann_008,synthetic,2025-08-02T00:00:00Z
emot_000603,I'm scared of the grief that's waiting for me when I stop being strong.,fear,anxiety,0.7114,0.9149,ann_002,synthetic,2025-01-20T00:00:00Z
emot_000351,I've been withdrawing from people because I don't have the energy to pretend.,sadness,,0.9595,0.7913,ann_001,synthetic,2025-06-11T00:00:00Z
emot_000246,I feel disconnected from joy. I can see it in others but I can't feel it.,sadness,guilt,0.5727,0.8975,ann_005,forum_scrape,2025-10-23T00:00:00Z
emot_001085,I'm ashamed of the person I became when I was at my most desperate.,shame,sadness,0.9612,0.9012,ann_001,synthetic,2025-08-14T00:00:00Z
emot_000435,I'm furious that this is still affecting me.,anger,,0.8144,0.8058,ann_010,synthetic,2025-07-08T00:00:00Z
emot_000022,I can't concentrate on anything because the worry is too loud.,anxiety,,0.8459,0.7738,ann_005,synthetic,2025-03-10T00:00:00Z
emot_000566,I'm furious at the unfairness of it. Why me? Why always me?,anger,,0.8227,0.7714,ann_003,synthetic,2025-06-25T00:00:00Z
emot_001123,I feel like I've been faking being okay for so long that I've lost track of who I really am.,shame,hopelessness,0.5992,0.8618,ann_012,clinical_notes,2025-10-30T00:00:00Z
emot_000289,"I've been tearful at random—in the grocery store, in the car, watching adverts.",sadness,guilt,0.8041,0.7747,ann_005,synthetic,2025-06-21T00:00:00Z
emot_000627,I'm afraid of the violence that's close by. It feels like it could reach me.,fear,sadness,0.8735,0.955,ann_012,crisis_text_line,2025-10-29T00:00:00Z
emot_000864,I've accepted that my life is just going to be hard. There's nothing beyond this.,hopelessness,,0.9017,0.9067,ann_005,clinical_notes,2025-06-12T00:00:00Z
emot_001046,I feel like there's a fundamental defectiveness at my core.,shame,,0.966,0.8701,ann_013,clinical_notes,2025-10-25T00:00:00Z
emot_000969,I've been unable to forgive myself for the relapse.,guilt,shame,0.5782,0.8756,ann_006,forum_scrape,2025-09-17T00:00:00Z
emot_001112,I'm ashamed of the parts of my childhood I've never talked about.,shame,,0.8305,0.9612,ann_004,synthetic,2025-04-06T00:00:00Z
emot_000001,I can't fully enjoy any moment because I'm preparing for it to end.,anxiety,hopelessness,0.5553,0.8029,ann_001,synthetic,2025-04-23T00:00:00Z
emot_001045,I can't look at myself in the mirror. I'm repulsed by who I've become.,shame,guilt,0.9266,0.9166,ann_004,synthetic,2025-03-13T00:00:00Z
emot_000463,I'm angry at the length of time I've been carrying this.,anger,,0.9414,0.8843,ann_003,synthetic,2025-04-30T00:00:00Z
emot_001214,I've been practising mindfulness for about a week. Not sure yet if it's helping.,neutral,,0.3262,0.8169,ann_009,clinical_notes,2025-01-05T00:00:00Z
emot_000334,I feel a bone-deep exhaustion that sleep doesn't fix.,sadness,hopelessness,0.5056,0.965,ann_012,synthetic,2025-10-24T00:00:00Z
emot_000422,I feel like the anger is the most alive thing in me right now.,anger,,0.6472,0.89,ann_011,forum_scrape,2025-06-08T00:00:00Z
emot_000892,I've been carrying guilt for the ways I treated my mother.,guilt,,0.6448,0.9145,ann_001,synthetic,2025-02-22T00:00:00Z
emot_000391,Everything reminds me of him. I don't know how to grieve properly.,sadness,hopelessness,0.8151,0.936,ann_010,synthetic,2025-02-02T00:00:00Z
emot_000272,I've been trying to explain to people why I'm still sad and they don't quite get it.,sadness,hopelessness,0.5165,0.8463,ann_012,synthetic,2025-07-31T00:00:00Z
emot_001253,"I had a normal day. Nothing to report, which is fine.",neutral,,0.2951,0.9077,ann_013,crisis_text_line,2025-07-26T00:00:00Z
emot_000813,I feel like I was destined for struggle and there's no escaping it.,hopelessness,guilt,0.8667,0.909,ann_010,crisis_text_line,2025-11-01T00:00:00Z
emot_000114,I've been isolating to protect myself from things that might hurt me.,anxiety,,0.8574,0.8647,ann_013,synthetic,2025-08-15T00:00:00Z
emot_000601,I'm afraid of what I might remember if I let myself go there.,fear,anxiety,0.6626,0.8948,ann_014,forum_scrape,2025-04-20T00:00:00Z
emot_000270,I feel like there's so much I should have said and now I can't.,sadness,hopelessness,0.525,0.7892,ann_012,clinical_notes,2025-11-19T00:00:00Z
emot_000551,I'm furious that I gave so much and got so little in return.,anger,guilt,0.6827,0.755,ann_003,synthetic,2025-09-16T00:00:00Z
emot_000305,I feel like I've been performing okay when really I'm falling apart.,sadness,anxiety,0.5172,0.868,ann_010,synthetic,2025-08-22T00:00:00Z
emot_000591,I'm afraid of what my anger could do if I let it out fully.,fear,,0.8494,0.8817,ann_002,crisis_text_line,2025-07-03T00:00:00Z
emot_000795,I feel like I'm in a darkness that has no edges.,hopelessness,,0.9337,0.9191,ann_007,clinical_notes,2025-10-13T00:00:00Z
emot_000752,"I've been here before, thinking it would get better. It never does.",hopelessness,sadness,0.8349,0.9454,ann_011,crisis_text_line,2025-01-06T00:00:00Z
emot_001275,I updated some habits I've been tracking. Progress is slow but it's there.,neutral,,0.3706,0.8418,ann_007,synthetic,2025-04-10T00:00:00Z
emot_000821,I've lost the ability to hope. I know that sounds dramatic but it's where I am.,hopelessness,,0.9385,0.9532,ann_012,synthetic,2025-04-30T00:00:00Z
emot_000732,I'm scared of the certainty that things are going to get harder before they get better.,fear,,0.6813,0.9759,ann_007,forum_scrape,2025-08-31T00:00:00Z
emot_000714,I'm terrified of becoming a burden to my children as I age.,fear,,0.9081,0.9682,ann_003,clinical_notes,2025-10-04T00:00:00Z
emot_000676,I've been avoiding driving since the accident. The fear is real and limiting.,fear,sadness,0.9077,0.8555,ann_015,clinical_notes,2025-08-24T00:00:00Z
emot_001165,I watched a documentary about something I know nothing about. Found it genuinely interesting.,neutral,,0.3361,0.7855,ann_011,synthetic,2025-07-28T00:00:00Z
emot_000036,My heart is racing and I don't even know why. There's this constant feeling of dread.,anxiety,hopelessness,0.5269,0.9732,ann_010,synthetic,2025-04-02T00:00:00Z
emot_000882,I've stopped dreaming. It feels pointless.,hopelessness,anxiety,0.8912,0.9749,ann_005,synthetic,2025-05-31T00:00:00Z
emot_001054,I'm ashamed of my dependency. I needed people too much.,shame,sadness,0.8432,0.8211,ann_006,crisis_text_line,2025-12-25T00:00:00Z
emot_000767,I've stopped believing in my own capacity to change.,hopelessness,anxiety,0.939,0.9179,ann_012,forum_scrape,2025-03-14T00:00:00Z
emot_001018,I feel guilty for the friendships I've let die.,guilt,sadness,0.9163,0.8345,ann_011,synthetic,2025-01-07T00:00:00Z
emot_000010,I've been avoiding phone calls because I'm scared of what people might tell me.,anxiety,,0.8828,0.8422,ann_003,synthetic,2025-01-31T00:00:00Z
emot_000901,I should have intervened. I didn't. I told myself it wasn't my place.,guilt,anxiety,0.8838,0.895,ann_008,synthetic,2025-07-03T00:00:00Z
emot_000313,"I feel the sadness most acutely in the early mornings, before I'm fully awake.",sadness,fear,0.9204,0.8752,ann_007,crisis_text_line,2025-09-30T00:00:00Z
emot_000322,I miss my hometown. I miss who I was there.,sadness,anxiety,0.9191,0.8458,ann_005,synthetic,2025-03-18T00:00:00Z
emot_000706,I've been scared of relationships since my last one ended the way it did.,fear,,0.8733,0.9296,ann_012,clinical_notes,2025-07-05T00:00:00Z
emot_000912,I feel guilty for not being able to be everything my children needed.,guilt,anxiety,0.6486,0.8825,ann_006,crisis_text_line,2025-03-12T00:00:00Z
emot_001126,I feel like I've been performing normalcy for so long that I don't know what's underneath.,shame,,0.8669,0.8503,ann_005,forum_scrape,2025-03-24T00:00:00Z
emot_000107,I white-knuckle through everything. I'm exhausted.,anxiety,,0.977,0.9799,ann_014,synthetic,2025-12-11T00:00:00Z
emot_000631,I've been scared of the void that would be left if I lost my faith.,fear,sadness,0.9564,0.7593,ann_008,synthetic,2026-01-25T00:00:00Z
emot_000726,I'm afraid that I'm not as strong as everyone thinks I am.,fear,anxiety,0.7683,0.8149,ann_012,synthetic,2025-03-06T00:00:00Z
emot_000130,I'm worried that there's something medically wrong that everyone keeps missing.,anxiety,,0.6711,0.946,ann_007,synthetic,2025-10-01T00:00:00Z
emot_000980,I feel guilty for how long I stayed. My staying enabled things I shouldn't have.,guilt,anxiety,0.6983,0.9732,ann_012,synthetic,2025-08-06T00:00:00Z
emot_001138,I'm ashamed of how much time I've lost to shame itself.,shame,guilt,0.6969,0.8902,ann_014,clinical_notes,2025-02-22T00:00:00Z
emot_001076,I'm ashamed of how long it's taken me to get anywhere.,shame,sadness,0.9125,0.9193,ann_002,synthetic,2025-05-12T00:00:00Z
emot_000368,I feel like I've been abandoned in a way I can't quite explain.,sadness,guilt,0.6683,0.9682,ann_014,clinical_notes,2025-06-20T00:00:00Z
emot_001215,I'm thinking about volunteering on weekends. Still exploring the options.,neutral,,0.1842,0.9384,ann_014,synthetic,2025-10-14T00:00:00Z
emot_000476,I've been passed over three times for advancement. I've stopped caring about being professional about it.,anger,fear,0.7599,0.9373,ann_005,forum_scrape,2025-07-13T00:00:00Z
emot_000094,I can't get through a meal without worrying about something.,anxiety,fear,0.699,0.8795,ann_002,synthetic,2025-06-05T00:00:00Z
emot_000470,I'm furious at the system. Nobody cares about people like me.,anger,,0.89,0.9611,ann_013,synthetic,2025-04-14T00:00:00Z
emot_000311,"I've been struggling with the ordinary things—grocery shopping, answering emails.",sadness,,0.6892,0.83,ann_009,synthetic,2025-04-02T00:00:00Z
emot_000949,I feel guilty for the affair. I hurt someone who trusted me completely.,guilt,sadness,0.9326,0.7971,ann_004,clinical_notes,2025-06-21T00:00:00Z
emot_000695,I'm afraid of being seen. Of being noticed.,fear,sadness,0.9483,0.7906,ann_003,crisis_text_line,2025-09-13T00:00:00Z
emot_000123,I spiral over emails. Every reply could be a problem.,anxiety,,0.9219,0.8527,ann_006,synthetic,2025-09-05T00:00:00Z
emot_000559,I've been simmering for weeks. One thing away from boiling over.,anger,,0.7796,0.8761,ann_012,synthetic,2025-04-17T00:00:00Z
emot_000508,I've been writing and deleting angry messages because I know sending them won't help.,anger,fear,0.8786,0.89,ann_007,synthetic,2025-12-22T00:00:00Z
emot_000239,I had to put my dog down last month. The house feels so empty.,sadness,fear,0.597,0.9064,ann_003,crisis_text_line,2025-06-26T00:00:00Z
emot_001149,I feel like I'm fundamentally less than other people.,shame,guilt,0.9684,0.8464,ann_012,clinical_notes,2025-12-15T00:00:00Z
emot_000050,Every conversation leaves me analysing what I should have said differently.,anxiety,fear,0.6667,0.8003,ann_009,synthetic,2025-12-23T00:00:00Z
emot_001117,I feel like the shame makes everything else harder.,shame,guilt,0.8215,0.7981,ann_003,forum_scrape,2025-11-29T00:00:00Z
emot_000569,I'm angry at myself for letting it go this far.,anger,sadness,0.6762,0.9596,ann_013,clinical_notes,2025-09-05T00:00:00Z
emot_000073,I've been holding my breath without realizing it. My body is so tense.,anxiety,sadness,0.6618,0.8194,ann_010,crisis_text_line,2025-12-17T00:00:00Z
emot_000798,I feel like whatever I had to give has been used up.,hopelessness,guilt,0.9398,0.8539,ann_009,synthetic,2026-01-05T00:00:00Z
emot_000985,"I feel guilty for the lie I told. Even though no one was hurt, I know what I did.",guilt,sadness,0.8001,0.8199,ann_012,synthetic,2025-10-14T00:00:00Z
emot_000905,I feel guilty for the person I was before I understood what I was doing to others.,guilt,sadness,0.7584,0.9035,ann_011,crisis_text_line,2025-08-23T00:00:00Z
emot_000652,I've been dreaming of the accident over and over. I wake up screaming.,fear,,0.9452,0.9512,ann_009,synthetic,2025-12-24T00:00:00Z
emot_000557,I feel like I've been holding this anger for other people too.,anger,sadness,0.9631,0.7771,ann_013,synthetic,2025-02-28T00:00:00Z
emot_000481,I'm angry that my feelings are constantly minimized.,anger,fear,0.8907,0.7982,ann_002,synthetic,2025-12-21T00:00:00Z
emot_000663,I'm terrified of the needle. I know it's irrational but my fear is bigger than my reason.,fear,,0.5796,0.9719,ann_013,synthetic,2025-01-03T00:00:00Z
emot_001202,I've been more intentional about my screen time recently.,neutral,,0.4376,0.967,ann_010,clinical_notes,2026-02-02T00:00:00Z
emot_000164,I've been scared to sleep because the nightmares are so vivid.,anxiety,fear,0.6909,0.9317,ann_010,synthetic,2025-05-02T00:00:00Z
emot_000178,Mujhe baar baar lagta hai ki kuch bura hone wala hai.,anxiety,,0.8724,0.9665,ann_014,forum_scrape,2025-08-05T00:00:00Z
emot_000615,I've been scared of what life looks like on the other side of this.,fear,,0.6211,0.9644,ann_008,forum_scrape,2025-10-09T00:00:00Z
emot_000320,I've been struggling to feel any joy even when things are objectively good.,sadness,,0.7348,0.8133,ann_010,forum_scrape,2025-10-13T00:00:00Z
emot_000445,I've been pacing. I can't sit still when I'm this angry.,anger,,0.6293,0.7878,ann_006,synthetic,2025-08-27T00:00:00Z
emot_001207,I reconnected with an old colleague for a coffee. It was nice.,neutral,,0.3219,0.9311,ann_001,synthetic,2025-11-16T00:00:00Z
emot_000203,"I've been catastrophizing about my health all week, even though the doctor said I'm fine.",anxiety,,0.9109,0.9529,ann_011,clinical_notes,2025-11-26T00:00:00Z
emot_000616,I've been avoiding the area near where it happened. My world is shrinking.,fear,,0.6674,0.7655,ann_004,forum_scrape,2025-02-20T00:00:00Z
emot_001105,I feel like the worst version of who I could have been.,shame,sadness,0.9216,0.8989,ann_005,synthetic,2025-02-12T00:00:00Z
emot_000053,The thought of giving a presentation makes me physically ill.,anxiety,,0.9156,0.9586,ann_015,synthetic,2025-08-17T00:00:00Z
emot_000004,Every time I feel okay for a moment I immediately feel guilty about it.,anxiety,,0.8846,0.8588,ann_004,synthetic,2025-07-28T00:00:00Z
emot_001131,I feel like I need to hide who I really am or people will leave.,shame,,0.7204,0.786,ann_002,crisis_text_line,2025-09-09T00:00:00Z
emot_000376,I feel like the colour has drained out of everything.,sadness,hopelessness,0.8973,0.767,ann_008,clinical_notes,2025-11-03T00:00:00Z
emot_001034,I'm ashamed of the ways I've sought validation from people who didn't deserve to give it to me.,shame,,0.7629,0.8944,ann_014,synthetic,2025-09-22T00:00:00Z
emot_000370,I feel sad in a way that words don't quite reach.,sadness,fear,0.8462,0.9099,ann_006,synthetic,2025-09-03T00:00:00Z
emot_000321,I feel so empty. Like there's a hollow space where feelings used to be.,sadness,hopelessness,0.8834,0.7608,ann_011,forum_scrape,2025-06-26T00:00:00Z
emot_001001,I feel guilty for the choices I made that impacted people I care about.,guilt,shame,0.9134,0.8875,ann_006,synthetic,2026-01-26T00:00:00Z
emot_000801,I've given up on the idea of a good life.,hopelessness,,0.705,0.9091,ann_013,synthetic,2025-12-31T00:00:00Z
emot_001072,I'm ashamed of my body in a way that has affected every relationship I've had.,shame,,0.8778,0.947,ann_004,crisis_text_line,2025-11-04T00:00:00Z
emot_000267,I cry at random things and I'm not sure why.,sadness,fear,0.9289,0.8347,ann_002,synthetic,2025-12-11T00:00:00Z
emot_000288,I feel a kind of sadness that doesn't need a reason.,sadness,anxiety,0.7062,0.9713,ann_015,synthetic,2025-05-29T00:00:00Z
emot_000244,I've been struggling with the permanence of it. He's really gone.,sadness,,0.9056,0.8974,ann_010,synthetic,2025-10-31T00:00:00Z
emot_000309,I feel disconnected from everything and everyone.,sadness,anxiety,0.6961,0.9261,ann_011,synthetic,2026-01-09T00:00:00Z
emot_000433,I keep thinking about what I should have said. The comebacks come too late.,anger,,0.6072,0.7659,ann_014,synthetic,2025-08-27T00:00:00Z
emot_000657,I've been scared of the future since the climate crisis reports.,fear,,0.9017,0.7856,ann_010,synthetic,2025-11-30T00:00:00Z
emot_001225,I've been practising saying no to things that drain me.,neutral,,0.1806,0.8102,ann_001,crisis_text_line,2025-02-21T00:00:00Z
emot_000656,I'm scared of what I might do if things get worse.,fear,anxiety,0.9714,0.8695,ann_011,synthetic,2025-07-12T00:00:00Z
emot_000520,I'm furious at how casually I was dismissed.,anger,sadness,0.7716,0.7614,ann_013,synthetic,2025-10-20T00:00:00Z
emot_000013,I keep bracing for impact that never comes—but the bracing itself is exhausting.,anxiety,,0.5649,0.7631,ann_008,clinical_notes,2025-10-27T00:00:00Z
emot_000637,I've been hypervigilant since childhood. I don't know how to feel safe.,fear,,0.8792,0.8609,ann_001,clinical_notes,2025-11-06T00:00:00Z
emot_001036,I'm ashamed of how I cope with pain.,shame,,0.9812,0.9586,ann_012,forum_scrape,2025-10-17T00:00:00Z
emot_000772,There's no future I can imagine for myself. I've stopped trying.,hopelessness,,0.7442,0.8615,ann_009,synthetic,2025-11-02T00:00:00Z
emot_000323,"I feel sad without reason, which makes it even harder to explain.",sadness,hopelessness,0.9284,0.9453,ann_014,forum_scrape,2025-06-03T00:00:00Z
emot_000623,I'm terrified of rejection. It feels like annihilation.,fear,sadness,0.9449,0.8145,ann_015,clinical_notes,2025-03-13T00:00:00Z
emot_001111,I'm ashamed of how little I've done with the opportunities I was given.,shame,,0.8288,0.9165,ann_011,synthetic,2026-01-23T00:00:00Z
emot_000722,I'm scared that the fear is becoming my identity.,fear,anxiety,0.9175,0.8688,ann_013,forum_scrape,2025-11-10T00:00:00Z
emot_000729,I'm afraid in my own home. I can't explain it.,fear,sadness,0.586,0.8403,ann_008,synthetic,2025-10-06T00:00:00Z
emot_000049,Meri neend bahut kharab ho gayi hai. Raat ko darr lagta hai.,anxiety,,0.7931,0.8383,ann_004,synthetic,2025-07-24T00:00:00Z
emot_000899,I've been carrying guilt for a betrayal I've never been able to fully acknowledge.,guilt,sadness,0.8221,0.971,ann_014,synthetic,2025-02-11T00:00:00Z
emot_000505,I'm furious that I'm still talking about this. That it still matters. That nothing changed.,anger,guilt,0.9753,0.9244,ann_015,synthetic,2025-02-21T00:00:00Z
emot_000185,I feel like I'm constantly waiting for the other shoe to drop.,anxiety,sadness,0.5255,0.872,ann_007,synthetic,2025-07-12T00:00:00Z
emot_000341,"I feel a wordless, inexplicable sadness that follows me everywhere.",sadness,fear,0.5271,0.9034,ann_015,synthetic,2025-11-12T00:00:00Z
emot_000799,I'm empty. Not just sad—genuinely hollow. There's nothing left to work with.,hopelessness,guilt,0.9863,0.9101,ann_007,synthetic,2025-03-11T00:00:00Z
emot_000522,My landlord still hasn't fixed the heater. It's been three weeks. I'm done being polite.,anger,sadness,0.9447,0.8989,ann_013,synthetic,2025-11-04T00:00:00Z
emot_000914,I've been unable to forgive myself even though others have forgiven me.,guilt,,0.6918,0.8773,ann_004,clinical_notes,2025-08-13T00:00:00Z
emot_000228,I've been unable to look at photos of us from before. It hurts too much.,sadness,guilt,0.9292,0.8535,ann_006,synthetic,2025-07-09T00:00:00Z
emot_000254,I feel like my grief has no witnesses. No one knew her the way I did.,sadness,hopelessness,0.866,0.9159,ann_013,synthetic,2025-04-08T00:00:00Z
emot_000317,The world keeps moving and I'm standing still.,sadness,guilt,0.7544,0.8425,ann_009,synthetic,2025-04-30T00:00:00Z
emot_000643,I've been afraid of the intimacy I desperately want but can't receive.,fear,sadness,0.58,0.9622,ann_007,clinical_notes,2025-09-22T00:00:00Z
emot_000243,I've lost several friends in the past year. I can't process it all.,sadness,fear,0.7481,0.8767,ann_011,synthetic,2025-03-06T00:00:00Z
emot_000279,I feel like the sadness is grief I haven't processed yet.,sadness,guilt,0.9606,0.8373,ann_014,synthetic,2025-07-22T00:00:00Z
emot_000654,I'm terrified of what will happen when people find out.,fear,,0.6755,0.8085,ann_004,crisis_text_line,2026-01-28T00:00:00Z
emot_000230,"I've been struggling to sleep. When I wake in the night, the grief is there waiting.",sadness,hopelessness,0.5716,0.7928,ann_007,clinical_notes,2025-09-23T00:00:00Z
emot_000248,I feel bereft in a way that doesn't make sense to other people.,sadness,,0.8085,0.8195,ann_013,crisis_text_line,2025-05-06T00:00:00Z
emot_001116,I'm ashamed of my addiction in a way that goes deeper than guilt.,shame,,0.8153,0.7811,ann_002,crisis_text_line,2025-04-08T00:00:00Z
emot_000862,I've lost the thread of meaning. I don't know why I'm doing any of this.,hopelessness,sadness,0.7031,0.782,ann_015,crisis_text_line,2025-10-25T00:00:00Z
emot_001057,I'm ashamed of how I looked to the outside world during the worst period of my life.,shame,sadness,0.9279,0.9523,ann_011,synthetic,2026-01-28T00:00:00Z
emot_000076,I can't watch my children play without worrying about them getting hurt.,anxiety,fear,0.9076,0.8962,ann_012,synthetic,2025-08-24T00:00:00Z
emot_000372,I've stopped decorating for the holidays. It doesn't feel worth it anymore.,sadness,hopelessness,0.8326,0.9378,ann_006,synthetic,2025-07-21T00:00:00Z
emot_000380,I've been struggling to get through the days since my mum passed.,sadness,,0.908,0.8263,ann_002,synthetic,2025-08-09T00:00:00Z
emot_000667,I'm scared of my own mind when it gets dark.,fear,,0.9006,0.9456,ann_005,synthetic,2025-09-23T00:00:00Z
emot_001157,I feel deeply ashamed of the person I was in that relationship.,shame,,0.6939,0.9436,ann_011,clinical_notes,2025-05-13T00:00:00Z
emot_000410,I've been struggling to accept that things will never be the way they were.,sadness,fear,0.9523,0.8244,ann_005,synthetic,2025-12-27T00:00:00Z
emot_000068,My sleep is constantly disrupted by anxiety. I wake up in a panic.,anxiety,fear,0.762,0.7547,ann_004,synthetic,2025-03-20T00:00:00Z
emot_001155,I'm ashamed of the patterns I repeat. I know better and I still do them.,shame,hopelessness,0.9304,0.8962,ann_001,crisis_text_line,2025-01-12T00:00:00Z
emot_000304,I've been going through the motions at home too. Nobody knows how low I am.,sadness,anxiety,0.6108,0.9149,ann_002,clinical_notes,2025-09-08T00:00:00Z
emot_001279,I had a check-in with my therapist. Covered some useful ground.,neutral,,0.426,0.8177,ann_012,synthetic,2025-10-01T00:00:00Z
emot_000992,I should have been the bigger person. I chose to be petty instead.,guilt,shame,0.5364,0.8465,ann_001,synthetic,2025-07-02T00:00:00Z
emot_000236,I feel like I've lost the thread of who I was.,sadness,hopelessness,0.8816,0.8774,ann_008,crisis_text_line,2025-07-08T00:00:00Z
emot_000741,I'm terrified of heights and it's starting to limit my life.,fear,,0.7713,0.8369,ann_003,synthetic,2026-01-06T00:00:00Z
emot_000327,I've been watching old home videos alone at night.,sadness,,0.9224,0.7667,ann_010,forum_scrape,2026-01-25T00:00:00Z
emot_000158,I feel like there's something wrong but I can't name what it is.,anxiety,hopelessness,0.9441,0.8983,ann_007,synthetic,2025-02-01T00:00:00Z
emot_000712,I'm scared of the pain I know is coming as the illness progresses.,fear,,0.9376,0.7802,ann_001,synthetic,2025-03-29T00:00:00Z
emot_000480,I feel like my anger is being weaponized against me. 'There she goes again.',anger,fear,0.8301,0.9536,ann_014,forum_scrape,2025-02-15T00:00:00Z
emot_000384,I've been crying in the middle of ordinary moments for no particular reason.,sadness,guilt,0.6199,0.9179,ann_005,synthetic,2025-06-28T00:00:00Z
emot_001168,I've been reflecting on what I want from this year.,neutral,,0.1822,0.923,ann_004,synthetic,2025-10-28T00:00:00Z
emot_000860,I've accepted that this is as good as it gets for me.,hopelessness,,0.7393,0.7905,ann_002,clinical_notes,2025-07-27T00:00:00Z
emot_000226,I've been going to therapy but some days still feel impossible.,sadness,hopelessness,0.4986,0.8897,ann_008,synthetic,2026-02-05T00:00:00Z
emot_000895,Mujhe bahut pachtawa ho raha hai. Mujhe wahan rehna chahiye tha.,guilt,anxiety,0.8645,0.8685,ann_008,synthetic,2026-01-30T00:00:00Z
emot_000571,I feel an anger that goes beyond this situation. It's about everything.,anger,guilt,0.9452,0.776,ann_008,synthetic,2025-07-30T00:00:00Z
emot_000399,I feel like the only constant lately has been loss.,sadness,anxiety,0.9232,0.8326,ann_008,synthetic,2025-01-05T00:00:00Z
emot_000538,I've been slamming things and breaking things and that worries me.,anger,,0.9967,0.7664,ann_009,synthetic,2025-04-10T00:00:00Z
emot_001164,I started a new routine of evening walks. Nothing strenuous.,neutral,,0.2269,0.7728,ann_005,synthetic,2025-03-28T00:00:00Z
emot_001178,I feel settled today. That's worth noting.,neutral,,0.4499,0.952,ann_010,clinical_notes,2025-04-18T00:00:00Z
emot_000429,My sister-in-law said something about my parenting at dinner. I can't let it go.,anger,guilt,0.9202,0.9475,ann_004,synthetic,2025-01-07T00:00:00Z
emot_000265,The loss is still raw even though it happened over a year ago.,sadness,,0.8198,0.9778,ann_014,synthetic,2026-01-14T00:00:00Z
emot_000456,I'm furious at a situation I have no power to change.,anger,sadness,0.911,0.7897,ann_015,synthetic,2025-04-20T00:00:00Z
emot_000641,I'm afraid of the damage that's already been done.,fear,,0.7488,0.8445,ann_001,synthetic,2025-05-05T00:00:00Z
emot_000152,I've been having intrusive images that I can't get rid of.,anxiety,hopelessness,0.9333,0.7645,ann_015,forum_scrape,2025-08-26T00:00:00Z
emot_000078,"I'm scared of being alone, but I'm also scared of being around people.",anxiety,,0.8979,0.9399,ann_005,synthetic,2025-10-31T00:00:00Z
emot_001259,I've been investing time in a hobby I'd neglected for a while.,neutral,,0.3716,0.7958,ann_005,synthetic,2025-07-17T00:00:00Z
emot_001300,I've been learning to meditate. Very much a beginner.,neutral,,0.3091,0.931,ann_009,crisis_text_line,2025-01-21T00:00:00Z
emot_000486,I'm furious that I had to explain myself when I did nothing wrong.,anger,guilt,0.8797,0.7673,ann_006,clinical_notes,2025-02-17T00:00:00Z
emot_000797,I feel like hope is something that happens to other people.,hopelessness,anxiety,0.9,0.8177,ann_012,clinical_notes,2025-01-28T00:00:00Z
emot_000701,I've been hypervigilant in ways that are ruining relationships.,fear,,0.9305,0.9295,ann_006,forum_scrape,2025-07-01T00:00:00Z
emot_000150,I'm worried I'm broken in some fundamental way.,anxiety,fear,0.8921,0.9223,ann_010,synthetic,2025-05-15T00:00:00Z
emot_000263,I've been having a hard time with the silence after years of noise and chaos.,sadness,anxiety,0.9024,0.759,ann_006,crisis_text_line,2026-01-01T00:00:00Z
emot_000528,I feel like I've been stripped of my dignity and I'm furious about it.,anger,fear,0.8717,0.8101,ann_015,forum_scrape,2025-12-31T00:00:00Z
emot_000245,I've been trying to find comfort in routine but nothing feels normal.,sadness,hopelessness,0.9632,0.8892,ann_001,crisis_text_line,2025-10-16T00:00:00Z
emot_001242,I spoke with my doctor about some questions I had. She answered them clearly.,neutral,,0.3406,0.8679,ann_002,crisis_text_line,2025-11-26T00:00:00Z
emot_000809,I've been struggling for years and nothing changes. Why keep going?,hopelessness,,0.8965,0.8883,ann_004,clinical_notes,2025-01-04T00:00:00Z
emot_001017,I feel guilty for the things I've done that I haven't been able to tell anyone.,guilt,anxiety,0.8736,0.8437,ann_004,crisis_text_line,2025-08-08T00:00:00Z
emot_000195,I feel dizzy with worry sometimes. It's hard to stand up straight.,anxiety,fear,0.8545,0.8819,ann_011,synthetic,2025-12-30T00:00:00Z
emot_000894,I feel guilty for leaving. I know it was the right decision but the guilt doesn't care.,guilt,shame,0.576,0.9029,ann_003,forum_scrape,2025-05-17T00:00:00Z
emot_001081,I feel like I've never been enough and will never be enough.,shame,,0.7154,0.9134,ann_003,synthetic,2025-08-10T00:00:00Z
emot_000702,I've been scared of the grief I know is waiting for me when I stop running.,fear,,0.9465,0.8528,ann_007,clinical_notes,2025-02-10T00:00:00Z
emot_000182,"Even when I'm doing well, the anxiety whispers that it won't last.",anxiety,,0.9605,0.8781,ann_015,forum_scrape,2025-11-08T00:00:00Z
emot_001252,I've been exploring different types of exercise to find something sustainable.,neutral,,0.3466,0.7522,ann_014,synthetic,2025-12-04T00:00:00Z
emot_000771,I've stopped believing in my own worth.,hopelessness,sadness,0.6375,0.9532,ann_004,synthetic,2025-07-17T00:00:00Z
emot_001113,I feel like I am the accumulation of every mistake I've made.,shame,guilt,0.9456,0.9049,ann_009,synthetic,2025-08-11T00:00:00Z
